image_path,student_id,group,split,aug_type,page_cer,page_wer
images/augmented/th/71030001_aug2_noise.png,71030001,th,augmented,noise,7.065217391304348,84.0
images/augmented/th/71030001_aug3_blur_contrast.png,71030001,th,augmented,blur_contrast,7.173913043478261,84.5
images/augmented/th/71030001_aug4_perspective.png,71030001,th,augmented,perspective,7.311594202898551,71.5
images/augmented/th/71030001_aug5_jpeg_dark.png,71030001,th,augmented,jpeg_dark,7.202898550724638,93.0
images/original/th/71030005.png,71030005,th,original,none,2.657992565055762,34.0
images/augmented/th/71030005_aug1_rotate_bright.png,71030005,th,augmented,rotate_bright,2.4275092936802976,31.5
images/augmented/th/71030005_aug2_noise.png,71030005,th,augmented,noise,2.758364312267658,34.0
images/augmented/th/71030005_aug3_blur_contrast.png,71030005,th,augmented,blur_contrast,2.0780669144981414,22.5
images/augmented/th/71030005_aug4_perspective.png,71030005,th,augmented,perspective,3.0483271375464684,38.5
images/augmented/th/71030005_aug5_jpeg_dark.png,71030005,th,augmented,jpeg_dark,2.9516728624535316,35.5
images/original/th/71030009.png,71030009,th,original,none,12.462745098039216,117.0
images/augmented/th/71030009_aug1_rotate_bright.png,71030009,th,augmented,rotate_bright,12.474509803921569,122.66666666666667
images/augmented/th/71030009_aug2_noise.png,71030009,th,augmented,noise,12.47843137254902,116.66666666666667
images/augmented/th/71030009_aug3_blur_contrast.png,71030009,th,augmented,blur_contrast,7.1568627450980395,38.333333333333336
images/augmented/th/71030009_aug4_perspective.png,71030009,th,augmented,perspective,12.611764705882353,94.66666666666667
images/augmented/th/71030009_aug5_jpeg_dark.png,71030009,th,augmented,jpeg_dark,12.580392156862745,119.66666666666667
images/original/th/71030013.png,71030013,th,original,none,7.696153846153846,60.333333333333336
images/augmented/th/71030013_aug1_rotate_bright.png,71030013,th,augmented,rotate_bright,7.742307692307692,59.0
images/augmented/th/71030013_aug2_noise.png,71030013,th,augmented,noise,7.7153846153846155,59.666666666666664
images/augmented/th/71030013_aug3_blur_contrast.png,71030013,th,augmented,blur_contrast,2.796153846153846,30.0
images/augmented/th/71030013_aug4_perspective.png,71030013,th,augmented,perspective,7.607692307692307,59.666666666666664
images/augmented/th/71030013_aug5_jpeg_dark.png,71030013,th,augmented,jpeg_dark,7.388461538461539,48.0
images/original/th/72100002.png,72100002,th,original,none,2.827956989247312,76.0
images/augmented/th/72100002_aug1_rotate_bright.png,72100002,th,augmented,rotate_bright,2.7777777777777777,74.5
images/augmented/th/72100002_aug2_noise.png,72100002,th,augmented,noise,2.78494623655914,75.5
images/augmented/th/72100002_aug3_blur_contrast.png,72100002,th,augmented,blur_contrast,2.7240143369175627,73.5
images/augmented/th/72100002_aug4_perspective.png,72100002,th,augmented,perspective,2.89247311827957,68.5
images/augmented/th/72100002_aug5_jpeg_dark.png,72100002,th,augmented,jpeg_dark,2.7419354838709675,70.0
images/original/th/72100006.png,72100006,th,original,none,2.3942652329749103,62.0
images/augmented/th/72100006_aug1_rotate_bright.png,72100006,th,augmented,rotate_bright,2.4623655913978495,62.0
images/augmented/th/72100006_aug2_noise.png,72100006,th,augmented,noise,2.5017921146953404,63.5
images/augmented/th/72100006_aug3_blur_contrast.png,72100006,th,augmented,blur_contrast,2.326164874551971,63.5
images/augmented/th/72100006_aug4_perspective.png,72100006,th,augmented,perspective,2.193548387096774,58.5
images/augmented/th/72100006_aug5_jpeg_dark.png,72100006,th,augmented,jpeg_dark,2.4336917562724016,66.5
images/original/th/72100009.png,72100009,th,original,none,10.137546468401487,150.66666666666666
images/augmented/th/72100009_aug1_rotate_bright.png,72100009,th,augmented,rotate_bright,9.899628252788103,152.0
images/augmented/th/72100009_aug2_noise.png,72100009,th,augmented,noise,10.141263940520446,151.0
images/augmented/th/72100009_aug3_blur_contrast.png,72100009,th,augmented,blur_contrast,9.79553903345725,155.0
images/augmented/th/72100009_aug4_perspective.png,72100009,th,augmented,perspective,9.907063197026023,152.66666666666666
images/augmented/th/72100009_aug5_jpeg_dark.png,72100009,th,augmented,jpeg_dark,10.148698884758364,150.0
images/original/th/72100013.png,72100013,th,original,none,9.662962962962963,143.66666666666666
images/augmented/th/72100013_aug1_rotate_bright.png,72100013,th,augmented,rotate_bright,9.614814814814816,154.33333333333334
images/augmented/th/72100013_aug2_noise.png,72100013,th,augmented,noise,9.933333333333334,104.33333333333333
images/augmented/th/72100013_aug3_blur_contrast.png,72100013,th,augmented,blur_contrast,9.325925925925926,148.0
images/augmented/th/72100013_aug4_perspective.png,72100013,th,augmented,perspective,9.592592592592593,146.66666666666666
images/augmented/th/72100013_aug5_jpeg_dark.png,72100013,th,augmented,jpeg_dark,9.692592592592593,145.33333333333334
images/original/th/72110002.png,72110002,th,original,none,3.543046357615894,98.5
images/augmented/th/72110002_aug1_rotate_bright.png,72110002,th,augmented,rotate_bright,3.6490066225165565,107.0
images/augmented/th/72110002_aug2_noise.png,72110002,th,augmented,noise,3.5397350993377485,98.5
images/augmented/th/72110002_aug3_blur_contrast.png,72110002,th,augmented,blur_contrast,3.5496688741721854,97.0
images/augmented/th/72110002_aug4_perspective.png,72110002,th,augmented,perspective,3.622516556291391,82.0
images/augmented/th/72110002_aug5_jpeg_dark.png,72110002,th,augmented,jpeg_dark,3.562913907284768,98.0
images/original/th/72110006.png,72110006,th,original,none,2.384105960264901,63.5
images/augmented/th/72110006_aug1_rotate_bright.png,72110006,th,augmented,rotate_bright,2.3973509933774833,64.5
images/augmented/th/72110006_aug2_noise.png,72110006,th,augmented,noise,2.3874172185430464,63.5
images/augmented/th/72110006_aug3_blur_contrast.png,72110006,th,augmented,blur_contrast,2.3410596026490067,63.5
images/augmented/th/72110006_aug4_perspective.png,72110006,th,augmented,perspective,2.357615894039735,65.5
images/augmented/th/72110006_aug5_jpeg_dark.png,72110006,th,augmented,jpeg_dark,2.4635761589403975,61.5
images/original/th/72110012.png,72110012,th,original,none,9.876811594202898,152.33333333333334
images/augmented/th/72110012_aug1_rotate_bright.png,72110012,th,augmented,rotate_bright,9.431159420289855,138.0
images/augmented/th/72110012_aug2_noise.png,72110012,th,augmented,noise,9.833333333333334,150.66666666666666
images/augmented/th/72110012_aug3_blur_contrast.png,72110012,th,augmented,blur_contrast,9.634057971014492,158.0
images/augmented/th/72110012_aug4_perspective.png,72110012,th,augmented,perspective,9.996376811594203,162.0
images/augmented/th/72110012_aug5_jpeg_dark.png,72110012,th,augmented,jpeg_dark,9.855072463768115,151.0
images/original/th/72120002.png,72120002,th,original,none,3.3401360544217686,73.0
images/augmented/th/72120002_aug1_rotate_bright.png,72120002,th,augmented,rotate_bright,3.0272108843537415,78.0
images/augmented/th/72120002_aug2_noise.png,72120002,th,augmented,noise,3.193877551020408,76.0
images/augmented/th/72120002_aug3_blur_contrast.png,72120002,th,augmented,blur_contrast,3.054421768707483,69.5
images/augmented/th/72120002_aug4_perspective.png,72120002,th,augmented,perspective,3.258503401360544,74.5
images/augmented/th/72120002_aug5_jpeg_dark.png,72120002,th,augmented,jpeg_dark,3.316326530612245,72.5
images/original/th/72120006.png,72120006,th,original,none,2.3586206896551722,64.5
images/augmented/th/72120006_aug1_rotate_bright.png,72120006,th,augmented,rotate_bright,2.43448275862069,66.5
images/augmented/th/72120006_aug2_noise.png,72120006,th,augmented,noise,2.3586206896551722,64.0
images/augmented/th/72120006_aug3_blur_contrast.png,72120006,th,augmented,blur_contrast,2.2482758620689656,60.0
images/augmented/th/72120006_aug4_perspective.png,72120006,th,augmented,perspective,2.43448275862069,71.0
images/augmented/th/72120006_aug5_jpeg_dark.png,72120006,th,augmented,jpeg_dark,2.3620689655172415,64.0
images/original/th/72120010.png,72120010,th,original,none,11.313807531380753,148.0
images/augmented/th/72120010_aug1_rotate_bright.png,72120010,th,augmented,rotate_bright,11.401673640167363,151.33333333333334
images/augmented/th/72120010_aug2_noise.png,72120010,th,augmented,noise,11.288702928870293,140.0
images/augmented/th/72120010_aug3_blur_contrast.png,72120010,th,augmented,blur_contrast,11.05439330543933,152.66666666666666
images/augmented/th/72120010_aug4_perspective.png,72120010,th,augmented,perspective,11.598326359832637,161.0
images/augmented/th/72120010_aug5_jpeg_dark.png,72120010,th,augmented,jpeg_dark,11.456066945606695,149.33333333333334
images/original/th/72120014.png,72120014,th,original,none,9.5,99.33333333333333
images/augmented/th/72120014_aug1_rotate_bright.png,72120014,th,augmented,rotate_bright,9.216417910447761,88.66666666666667
images/augmented/th/72120014_aug2_noise.png,72120014,th,augmented,noise,9.451492537313433,97.66666666666667
images/augmented/th/72120014_aug3_blur_contrast.png,72120014,th,augmented,blur_contrast,8.791044776119403,130.66666666666666
images/augmented/th/72120014_aug4_perspective.png,72120014,th,augmented,perspective,8.932835820895523,134.33333333333334
images/augmented/th/72120014_aug5_jpeg_dark.png,72120014,th,augmented,jpeg_dark,9.261194029850746,132.66666666666666
images/original/th/72140002.png,72140002,th,original,none,2.0589970501474926,69.5
images/augmented/th/72140002_aug1_rotate_bright.png,72140002,th,augmented,rotate_bright,2.079646017699115,70.5
images/augmented/th/72140002_aug2_noise.png,72140002,th,augmented,noise,2.0589970501474926,69.5
images/augmented/th/72140002_aug3_blur_contrast.png,72140002,th,augmented,blur_contrast,1.8436578171091444,63.0
images/augmented/th/72140002_aug4_perspective.png,72140002,th,augmented,perspective,2.0442477876106193,65.5
images/augmented/th/72140002_aug5_jpeg_dark.png,72140002,th,augmented,jpeg_dark,2.0589970501474926,70.0
images/original/G/73036003.png,73036003,G,original,none,5.204152249134948,54.0
images/augmented/G/73036003_aug1_rotate_bright.png,73036003,G,augmented,rotate_bright,5.069204152249135,51.333333333333336
images/augmented/G/73036003_aug2_noise.png,73036003,G,augmented,noise,5.166089965397924,55.333333333333336
images/augmented/G/73036003_aug3_blur_contrast.png,73036003,G,augmented,blur_contrast,2.5259515570934257,26.666666666666668
images/augmented/G/73036003_aug4_perspective.png,73036003,G,augmented,perspective,5.377162629757786,52.666666666666664
images/augmented/G/73036003_aug5_jpeg_dark.png,73036003,G,augmented,jpeg_dark,5.505190311418685,51.666666666666664
images/original/G/73036007.png,73036007,G,original,none,5.0899653979238755,49.666666666666664
images/augmented/G/73036007_aug1_rotate_bright.png,73036007,G,augmented,rotate_bright,4.809688581314879,53.666666666666664
images/augmented/G/73036007_aug2_noise.png,73036007,G,augmented,noise,5.062283737024221,50.666666666666664
images/augmented/G/73036007_aug3_blur_contrast.png,73036007,G,augmented,blur_contrast,4.14878892733564,29.0
images/augmented/G/73036007_aug4_perspective.png,73036007,G,augmented,perspective,5.5190311418685125,50.333333333333336
images/augmented/G/73036007_aug5_jpeg_dark.png,73036007,G,augmented,jpeg_dark,5.525951557093426,54.666666666666664
images/original/G/73036011.png,73036011,G,original,none,5.006872852233677,52.0
images/augmented/G/73036011_aug1_rotate_bright.png,73036011,G,augmented,rotate_bright,5.134020618556701,56.666666666666664
images/augmented/G/73036011_aug2_noise.png,73036011,G,augmented,noise,5.11340206185567,51.333333333333336
images/augmented/G/73036011_aug3_blur_contrast.png,73036011,G,augmented,blur_contrast,3.5395189003436425,35.0
images/augmented/G/73036011_aug4_perspective.png,73036011,G,augmented,perspective,5.268041237113402,48.333333333333336
images/augmented/G/73036011_aug5_jpeg_dark.png,73036011,G,augmented,jpeg_dark,5.329896907216495,56.0
images/original/G/73046003.png,73046003,G,original,none,2.8181818181818183,23.0
images/augmented/G/73046003_aug1_rotate_bright.png,73046003,G,augmented,rotate_bright,2.6859504132231407,24.0
images/augmented/G/73046003_aug2_noise.png,73046003,G,augmented,noise,2.6818181818181817,23.666666666666668
images/augmented/G/73046003_aug3_blur_contrast.png,73046003,G,augmented,blur_contrast,2.0454545454545454,17.333333333333332
images/augmented/G/73046003_aug4_perspective.png,73046003,G,augmented,perspective,3.1611570247933884,22.0
images/augmented/G/73046003_aug5_jpeg_dark.png,73046003,G,augmented,jpeg_dark,3.0041322314049586,24.666666666666668
images/original/G/73046007.png,73046007,G,original,none,6.574561403508772,54.333333333333336
images/augmented/G/73046007_aug1_rotate_bright.png,73046007,G,augmented,rotate_bright,6.0964912280701755,55.0
images/augmented/G/73046007_aug2_noise.png,73046007,G,augmented,noise,6.6535087719298245,64.33333333333333
images/augmented/G/73046007_aug3_blur_contrast.png,73046007,G,augmented,blur_contrast,4.635964912280702,34.666666666666664
images/augmented/G/73046007_aug4_perspective.png,73046007,G,augmented,perspective,7.342105263157895,51.333333333333336
images/augmented/G/73046007_aug5_jpeg_dark.png,73046007,G,augmented,jpeg_dark,6.969298245614035,60.0
images/original/G/73046011.png,73046011,G,original,none,5.2637795275590555,44.0
images/augmented/G/73046011_aug1_rotate_bright.png,73046011,G,augmented,rotate_bright,5.74015748031496,49.333333333333336
images/augmented/G/73046011_aug2_noise.png,73046011,G,augmented,noise,5.393700787401575,46.333333333333336
images/augmented/G/73046011_aug3_blur_contrast.png,73046011,G,augmented,blur_contrast,2.763779527559055,28.0
images/augmented/G/73046011_aug4_perspective.png,73046011,G,augmented,perspective,5.7362204724409445,46.0
images/augmented/G/73046011_aug5_jpeg_dark.png,73046011,G,augmented,jpeg_dark,5.68503937007874,44.0
images/original/G/73056004.png,73056004,G,original,none,2.243362831858407,16.0
images/augmented/G/73056004_aug1_rotate_bright.png,73056004,G,augmented,rotate_bright,2.2964601769911503,18.0
images/augmented/G/73056004_aug2_noise.png,73056004,G,augmented,noise,2.1946902654867255,17.333333333333332
images/augmented/G/73056004_aug3_blur_contrast.png,73056004,G,augmented,blur_contrast,2.1946902654867255,15.666666666666666
images/augmented/G/73056004_aug4_perspective.png,73056004,G,augmented,perspective,2.274336283185841,18.333333333333332
images/augmented/G/73056004_aug5_jpeg_dark.png,73056004,G,augmented,jpeg_dark,2.3451327433628317,17.666666666666668
images/original/G/73056008.png,73056008,G,original,none,5.384615384615385,42.333333333333336
images/augmented/G/73056008_aug1_rotate_bright.png,73056008,G,augmented,rotate_bright,5.126696832579186,42.0
images/augmented/G/73056008_aug2_noise.png,73056008,G,augmented,noise,5.343891402714932,43.666666666666664
images/augmented/G/73056008_aug3_blur_contrast.png,73056008,G,augmented,blur_contrast,4.51131221719457,34.666666666666664
images/augmented/G/73056008_aug4_perspective.png,73056008,G,augmented,perspective,5.65158371040724,45.0
images/augmented/G/73056008_aug5_jpeg_dark.png,73056008,G,augmented,jpeg_dark,5.5565610859728505,43.0
images/original/G/73056012.png,73056012,G,original,none,5.894977168949771,44.666666666666664
images/augmented/G/73056012_aug1_rotate_bright.png,73056012,G,augmented,rotate_bright,5.557077625570776,43.0
images/augmented/G/73056012_aug2_noise.png,73056012,G,augmented,noise,5.675799086757991,44.0
images/augmented/G/73056012_aug3_blur_contrast.png,73056012,G,augmented,blur_contrast,5.19634703196347,47.0
images/augmented/G/73056012_aug4_perspective.png,73056012,G,augmented,perspective,5.634703196347032,38.333333333333336
images/augmented/G/73056012_aug5_jpeg_dark.png,73056012,G,augmented,jpeg_dark,5.995433789954338,48.0
images/original/G/73066003.png,73066003,G,original,none,3.1416666666666666,27.333333333333332
images/augmented/G/73066003_aug1_rotate_bright.png,73066003,G,augmented,rotate_bright,2.5375,24.333333333333332
images/augmented/G/73066003_aug2_noise.png,73066003,G,augmented,noise,3.033333333333333,29.666666666666668
images/augmented/G/73066003_aug3_blur_contrast.png,73066003,G,augmented,blur_contrast,2.0625,18.666666666666668
images/augmented/G/73066003_aug4_perspective.png,73066003,G,augmented,perspective,2.879166666666667,26.333333333333332
images/augmented/G/73066003_aug5_jpeg_dark.png,73066003,G,augmented,jpeg_dark,3.0541666666666667,28.666666666666668
images/original/G/73066006.png,73066006,G,original,none,6.586956521739131,50.0
images/augmented/G/73066006_aug1_rotate_bright.png,73066006,G,augmented,rotate_bright,7.026086956521739,57.0
images/augmented/G/73066006_aug2_noise.png,73066006,G,augmented,noise,6.760869565217392,52.333333333333336
images/augmented/G/73066006_aug3_blur_contrast.png,73066006,G,augmented,blur_contrast,2.869565217391304,23.333333333333332
images/augmented/G/73066006_aug4_perspective.png,73066006,G,augmented,perspective,7.339130434782609,44.0
images/augmented/G/73066006_aug5_jpeg_dark.png,73066006,G,augmented,jpeg_dark,7.143478260869565,54.333333333333336
images/original/G/73066010.png,73066010,G,original,none,6.391489361702128,48.666666666666664
images/augmented/G/73066010_aug1_rotate_bright.png,73066010,G,augmented,rotate_bright,5.778723404255319,49.0
images/augmented/G/73066010_aug2_noise.png,73066010,G,augmented,noise,6.659574468085107,52.0
images/augmented/G/73066010_aug3_blur_contrast.png,73066010,G,augmented,blur_contrast,4.7106382978723405,27.0
images/augmented/G/73066010_aug4_perspective.png,73066010,G,augmented,perspective,6.970212765957447,53.666666666666664
images/augmented/G/73066010_aug5_jpeg_dark.png,73066010,G,augmented,jpeg_dark,6.94468085106383,52.333333333333336
images/original/G/74106005.png,74106005,G,original,none,3.807272727272727,62.666666666666664
images/augmented/G/74106005_aug1_rotate_bright.png,74106005,G,augmented,rotate_bright,3.6036363636363635,52.666666666666664
images/augmented/G/74106005_aug2_noise.png,74106005,G,augmented,noise,3.770909090909091,69.66666666666667
images/augmented/G/74106005_aug3_blur_contrast.png,74106005,G,augmented,blur_contrast,3.3781818181818184,51.333333333333336
images/augmented/G/74106005_aug4_perspective.png,74106005,G,augmented,perspective,3.8836363636363638,63.0
images/augmented/G/74106005_aug5_jpeg_dark.png,74106005,G,augmented,jpeg_dark,3.9345454545454546,55.333333333333336
images/original/G/74106009.png,74106009,G,original,none,3.5543478260869565,63.0
images/augmented/G/74106009_aug1_rotate_bright.png,74106009,G,augmented,rotate_bright,3.4528985507246377,63.333333333333336
images/augmented/G/74106009_aug2_noise.png,74106009,G,augmented,noise,3.4384057971014492,59.666666666666664
images/augmented/G/74106009_aug3_blur_contrast.png,74106009,G,augmented,blur_contrast,2.8768115942028984,50.666666666666664
images/augmented/G/74106009_aug4_perspective.png,74106009,G,augmented,perspective,3.5760869565217392,65.66666666666667
images/augmented/G/74106009_aug5_jpeg_dark.png,74106009,G,augmented,jpeg_dark,3.5760869565217392,62.666666666666664
images/original/G/74116006.png,74116006,G,original,none,2.72168284789644,52.666666666666664
images/augmented/G/74116006_aug1_rotate_bright.png,74116006,G,augmented,rotate_bright,2.4498381877022655,49.666666666666664
images/augmented/G/74116006_aug2_noise.png,74116006,G,augmented,noise,2.7249190938511325,54.0
images/augmented/G/74116006_aug3_blur_contrast.png,74116006,G,augmented,blur_contrast,2.466019417475728,50.333333333333336
images/augmented/G/74116006_aug4_perspective.png,74116006,G,augmented,perspective,2.4563106796116503,52.333333333333336
images/augmented/G/74116006_aug5_jpeg_dark.png,74116006,G,augmented,jpeg_dark,2.7702265372168284,44.666666666666664
images/original/G/74116010.png,74116010,G,original,none,2.42443729903537,52.0
images/augmented/G/74116010_aug1_rotate_bright.png,74116010,G,augmented,rotate_bright,2.4662379421221865,51.666666666666664
images/augmented/G/74116010_aug2_noise.png,74116010,G,augmented,noise,2.45016077170418,48.666666666666664
images/augmented/G/74116010_aug3_blur_contrast.png,74116010,G,augmented,blur_contrast,2.2411575562700965,47.333333333333336
images/augmented/G/74116010_aug4_perspective.png,74116010,G,augmented,perspective,2.09967845659164,39.666666666666664
images/augmented/G/74116010_aug5_jpeg_dark.png,74116010,G,augmented,jpeg_dark,2.437299035369775,47.333333333333336
images/original/G/74126003.png,74126003,G,original,none,3.402135231316726,58.333333333333336
images/augmented/G/74126003_aug1_rotate_bright.png,74126003,G,augmented,rotate_bright,3.110320284697509,55.0
images/augmented/G/74126003_aug2_noise.png,74126003,G,augmented,noise,3.391459074733096,57.666666666666664
images/augmented/G/74126003_aug3_blur_contrast.png,74126003,G,augmented,blur_contrast,2.829181494661922,49.333333333333336
images/augmented/G/74126003_aug4_perspective.png,74126003,G,augmented,perspective,3.302491103202847,55.0
images/augmented/G/74126003_aug5_jpeg_dark.png,74126003,G,augmented,jpeg_dark,3.377224199288256,58.666666666666664
images/original/G/74126007.png,74126007,G,original,none,4.330855018587361,72.33333333333333
images/augmented/G/74126007_aug1_rotate_bright.png,74126007,G,augmented,rotate_bright,4.193308550185874,69.66666666666667
images/augmented/G/74126007_aug2_noise.png,74126007,G,augmented,noise,4.289962825278811,67.66666666666667
images/augmented/G/74126007_aug3_blur_contrast.png,74126007,G,augmented,blur_contrast,3.7843866171003717,67.66666666666667
images/augmented/G/74126007_aug4_perspective.png,74126007,G,augmented,perspective,3.933085501858736,66.66666666666667
images/augmented/G/74126007_aug5_jpeg_dark.png,74126007,G,augmented,jpeg_dark,4.356877323420075,70.33333333333333
images/original/G/74126011.png,74126011,G,original,none,3.88339222614841,66.33333333333333
images/augmented/G/74126011_aug1_rotate_bright.png,74126011,G,augmented,rotate_bright,3.8551236749116606,69.33333333333333
images/augmented/G/74126011_aug2_noise.png,74126011,G,augmented,noise,3.872791519434629,64.66666666666667
images/augmented/G/74126011_aug3_blur_contrast.png,74126011,G,augmented,blur_contrast,3.618374558303887,65.33333333333333
images/augmented/G/74126011_aug4_perspective.png,74126011,G,augmented,perspective,3.8409893992932864,66.66666666666667
images/augmented/G/74126011_aug5_jpeg_dark.png,74126011,G,augmented,jpeg_dark,3.9151943462897525,66.0
images/original/G/74156004.png,74156004,G,original,none,5.264,77.66666666666667
images/augmented/G/74156004_aug1_rotate_bright.png,74156004,G,augmented,rotate_bright,5.164,75.33333333333333
images/augmented/G/74156004_aug2_noise.png,74156004,G,augmented,noise,5.252,74.33333333333333
images/augmented/G/74156004_aug3_blur_contrast.png,74156004,G,augmented,blur_contrast,4.56,57.333333333333336
images/augmented/G/74156004_aug4_perspective.png,74156004,G,augmented,perspective,4.644,64.33333333333333
images/augmented/G/74156004_aug5_jpeg_dark.png,74156004,G,augmented,jpeg_dark,5.132,73.0
images/original/G/74156007.png,74156007,G,original,none,5.248995983935743,77.0
images/augmented/G/74156007_aug1_rotate_bright.png,74156007,G,augmented,rotate_bright,5.068273092369478,70.0
images/augmented/G/74156007_aug2_noise.png,74156007,G,augmented,noise,5.21285140562249,74.0
images/augmented/G/74156007_aug3_blur_contrast.png,74156007,G,augmented,blur_contrast,4.530120481927711,55.666666666666664
images/augmented/G/74156007_aug4_perspective.png,74156007,G,augmented,perspective,4.682730923694779,65.0
images/augmented/G/74156007_aug5_jpeg_dark.png,74156007,G,augmented,jpeg_dark,5.269076305220883,76.0
images/original/G/74166001.png,74166001,G,original,none,4.616935483870968,64.66666666666667
images/augmented/G/74166001_aug1_rotate_bright.png,74166001,G,augmented,rotate_bright,4.387096774193548,60.666666666666664
images/augmented/G/74166001_aug2_noise.png,74166001,G,augmented,noise,4.560483870967742,58.666666666666664
images/augmented/G/74166001_aug3_blur_contrast.png,74166001,G,augmented,blur_contrast,3.2943548387096775,51.333333333333336
