customer_id,churn,recency,frequency,monetary,avg_order_value,std_order_value,tenure_days,basket_depth,items_per_basket,channel_diversity,store_diversity,gap_mean,gap_std,gap_max,recency_vs_gap,n_tx_30d,spend_30d,n_tx_90d,spend_90d,n_tx_180d,spend_180d,n_tx_365d,spend_365d,trend_90_over_prev90,trend_180_over_prev180,discount_ratio,category_breadth,n_tickets,avg_satisfaction,n_unresolved_tickets,age,days_since_signup,marketing_optin,has_mobile_app,gender,region,membership_tier,income_bracket,preferred_channel,city_tier,has_purchase_history
C10011,0,37.0,14.0,12091.99,863.7135714285714,725.9692129476306,443.0,6.714285714285714,3.357142857142857,2.0,13.0,31.23076923076923,32.713793844375616,125.0,1.1847290640394088,0.0,0.0,3.0,2251.31,7.0,4194.24,11.0,10183.89,0.6,1.4,0.024160363220531708,11.0,0.0,,0.0,55.0,465.0,1.0,1.0,Female,Central,Gold,20-40k,In-Store,3.0,1
C10012,0,86.0,6.0,2782.0499999999997,463.67499999999995,558.1647878091201,237.0,3.5,2.0,1.0,1.0,30.2,34.60780258843373,69.0,2.847682119205298,0.0,0.0,1.0,530.03,5.0,2358.16,6.0,2782.0499999999997,0.2,2.5,0.028695221070859984,5.0,0.0,,0.0,43.0,261.0,1.0,1.0,Female,Northeast,Silver,40-70k,Mobile App,3.0,1
C10013,1,35.0,21.0,38023.81,1810.657619047619,1275.3910194756147,526.0,10.0,5.285714285714286,3.0,14.0,24.55,22.027435046705783,66.0,1.4256619144602851,0.0,0.0,1.0,2521.24,7.0,7767.86,13.0,19969.67,0.14285714285714285,1.0,0.027575522216598765,14.0,0.0,,0.0,30.0,534.0,1.0,0.0,Male,Bangkok,Silver,Unknown,In-Store,1.0,1
C10014,0,47.0,22.0,28895.31,1313.4231818181818,1075.702516827232,265.0,8.909090909090908,4.681818181818182,2.0,1.0,10.380952380952381,8.458582567287444,35.0,4.527522935779817,0.0,0.0,7.0,8377.44,14.0,15010.85,22.0,28895.31,0.875,1.5555555555555556,0.044379410541048415,14.0,0.0,,0.0,36.0,283.0,1.0,1.0,Female,Central,Silver,>120k,Mobile App,1.0,1
C10015,0,21.0,14.0,7667.4,547.6714285714286,536.4051992356459,409.0,5.357142857142857,2.7142857142857144,2.0,11.0,29.846153846153847,20.44034472086252,75.0,0.7036082474226804,1.0,1528.44,2.0,2090.24,5.0,3302.9300000000003,12.0,7474.68,0.5,0.625,0.03533724948951155,10.0,1.0,2.0,0.0,40.0,474.0,0.0,0.0,Female,Central,Bronze,>120k,In-Store,1.0,1
C10016,1,55.0,24.0,29553.61,1231.4004166666666,591.1162494326283,572.0,9.291666666666666,4.75,3.0,16.0,22.47826086956522,24.25596377504152,99.0,2.4468085106382977,0.0,0.0,2.0,4660.3,5.0,7894.54,17.0,20667.14,0.5,0.38461538461538464,0.10925311180808271,14.0,1.0,4.0,0.0,44.0,594.0,0.0,0.0,Female,Bangkok,Bronze,>120k,In-Store,1.0,1
C10017,0,14.0,2.0,3648.05,1824.025,179.38591931921505,44.0,10.5,6.0,1.0,2.0,30.0,,30.0,0.4666666666666667,1.0,1950.87,2.0,3648.05,2.0,3648.05,2.0,3648.05,2.0,2.0,0.026025689288298317,7.0,0.0,,0.0,35.0,49.0,1.0,0.0,Male,Northeast,Silver,20-40k,In-Store,1.0,1
C10018,0,1.0,91.0,239675.1,2633.7923076923075,1267.3897731339855,638.0,15.637362637362637,8.131868131868131,3.0,25.0,7.0777777777777775,6.647171871002486,30.0,0.141287284144427,2.0,4941.7,11.0,26663.31,24.0,60843.380000000005,50.0,126204.05,0.7857142857142857,0.8888888888888888,0.023165766509592088,14.0,0.0,,0.0,37.0,648.0,1.0,0.0,Male,Bangkok,Gold,Unknown,In-Store,1.0,1
C10019,1,19.0,3.0,1333.16,444.3866666666667,229.49913601870776,43.0,7.666666666666667,3.6666666666666665,1.0,3.0,12.0,14.142135623730951,22.0,1.5833333333333333,1.0,499.56,3.0,1333.16,3.0,1333.16,3.0,1333.16,3.0,3.0,0.004354028036057028,7.0,1.0,2.0,0.0,31.0,74.0,1.0,0.0,Female,Bangkok,Bronze,<20k,In-Store,3.0,1
C10020,0,15.0,10.0,6237.1,623.71,588.7373332819994,519.0,6.6,3.7,3.0,4.0,56.0,34.08078637590395,114.0,0.26785714285714285,1.0,88.35,2.0,1410.48,4.0,2087.9,8.0,5728.360000000001,0.6666666666666666,0.8,0.016148037611977025,12.0,2.0,4.5,0.0,20.0,652.0,0.0,0.0,Male,Central,Bronze,<20k,Mobile App,3.0,1
C10021,0,4.0,37.0,44732.44,1208.984864864865,761.5404995271887,609.0,9.162162162162161,4.918918918918919,3.0,3.0,16.805555555555557,19.238086397923475,88.0,0.2380165289256198,4.0,3707.85,10.0,10742.41,11.0,12843.48,24.0,28762.87,5.0,0.7857142857142857,0.0,14.0,0.0,,0.0,34.0,610.0,1.0,1.0,Female,East,Platinum,40-70k,Online Web,1.0,1
C10022,0,34.0,10.0,19212.25,1921.225,1708.7403784740904,319.0,11.6,6.1,2.0,9.0,31.666666666666668,33.473870406632095,89.0,1.0736842105263158,0.0,0.0,4.0,5857.46,6.0,8273.68,10.0,19212.25,1.3333333333333333,1.2,0.023995915588835945,13.0,0.0,,0.0,44.0,327.0,1.0,1.0,Male,Bangkok,Silver,20-40k,In-Store,1.0,1
C10023,0,1.0,46.0,105212.12,2287.22,1074.7944399930623,344.0,14.891304347826088,7.891304347826087,3.0,21.0,7.622222222222222,5.5648608938298505,21.0,0.13119533527696794,3.0,6808.400000000001,13.0,32080.84,24.0,55422.840000000004,46.0,105212.12,1.0833333333333333,1.0434782608695652,0.040472616765681764,14.0,0.0,,0.0,61.0,367.0,1.0,1.0,Female,East,Gold,>120k,In-Store,3.0,1
C10024,1,24.0,22.0,25318.21,1150.8277272727273,761.32905510806,584.0,7.818181818181818,4.454545454545454,3.0,12.0,26.666666666666668,22.231359232699504,81.0,0.8999999999999999,1.0,1514.33,2.0,1746.6299999999999,5.0,5393.91,11.0,10873.48,0.5,0.7142857142857143,0.023698954104051283,14.0,0.0,,0.0,39.0,596.0,1.0,0.0,Male,Bangkok,Gold,70-120k,In-Store,3.0,1
C10025,1,12.0,25.0,29982.52,1199.3008,1119.3854168095993,512.0,8.88,4.88,3.0,13.0,20.833333333333332,17.44972073195409,56.0,0.5760000000000001,1.0,351.59,5.0,6025.13,8.0,7890.36,16.0,20942.43,1.25,0.8888888888888888,0.05343297444894256,13.0,0.0,,0.0,29.0,516.0,1.0,0.0,Male,Bangkok,Bronze,>120k,In-Store,1.0,1
C10026,0,28.0,7.0,5102.14,728.8771428571429,378.87252102848026,365.0,9.571428571428571,5.142857142857143,2.0,1.0,56.166666666666664,40.931243160532844,121.0,0.49851632047477745,1.0,932.94,2.0,1841.93,4.0,3997.17,6.0,4588.700000000001,0.6666666666666666,1.3333333333333333,0.055119014328388054,9.0,1.0,4.0,0.0,18.0,399.0,1.0,0.0,Female,Northeast,Bronze,40-70k,Online Web,1.0,1
C10027,0,20.0,6.0,4476.42,746.07,469.2306378317596,228.0,7.333333333333333,4.166666666666667,2.0,3.0,41.6,23.276597689524987,65.0,0.4807692307692307,1.0,318.59,2.0,1381.62,4.0,3266.43,6.0,4476.42,0.6666666666666666,1.3333333333333333,0.01834616936544973,9.0,0.0,,0.0,27.0,266.0,1.0,1.0,Male,Northeast,Bronze,<20k,In-Store,1.0,1
C10028,1,180.0,6.0,2247.54,374.59,235.246677171007,418.0,7.166666666666667,3.1666666666666665,2.0,5.0,47.6,60.305886943150085,144.0,3.7815126050420167,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1561.2,0.0,0.0,0.048124446778503874,8.0,2.0,1.0,2.0,31.0,592.0,0.0,1.0,Male,Northeast,Silver,70-120k,In-Store,3.0,1
C10029,1,150.0,5.0,7628.9,1525.78,711.1808214511975,422.0,11.0,5.4,1.0,5.0,68.0,43.04261454264444,121.0,2.2058823529411766,0.0,0.0,0.0,0.0,1.0,1097.72,3.0,3580.02,0.0,0.3333333333333333,0.08639101156965807,11.0,1.0,4.0,0.0,36.0,425.0,1.0,0.0,Male,Northeast,Gold,40-70k,In-Store,2.0,1
C10030,0,44.0,16.0,25962.440000000002,1622.6525000000001,709.5047196977151,516.0,13.1875,7.4375,2.0,2.0,31.466666666666665,38.775667382424004,163.0,1.3983050847457628,0.0,0.0,3.0,5709.93,5.0,8769.36,8.0,13108.74,1.0,1.25,0.029045491076921465,14.0,3.0,3.6666666666666665,0.0,33.0,517.0,1.0,1.0,Female,North,Bronze,<20k,Mobile App,3.0,1
C10031,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
C10032,0,9.0,29.0,48845.34,1684.322068965517,971.6797611477444,631.0,12.620689655172415,6.482758620689655,3.0,2.0,22.214285714285715,20.71563578888097,76.0,0.40514469453376206,1.0,1352.56,4.0,8205.81,10.0,20943.78,22.0,37527.16,0.5714285714285714,0.7692307692307693,0.016413863262643963,14.0,0.0,,0.0,41.0,633.0,1.0,0.0,Female,East,Gold,40-70k,Mobile App,3.0,1
C10033,0,7.0,41.0,110051.51,2684.1831707317074,1671.9701519082796,418.0,11.414634146341463,6.146341463414634,3.0,8.0,10.275,8.929890745017476,34.0,0.681265206812652,1.0,692.57,9.0,17606.76,15.0,39145.37,33.0,95150.26,1.2857142857142858,0.7894736842105263,0.01434954814301256,14.0,0.0,,0.0,28.0,425.0,1.0,0.0,Male,Northeast,Gold,Unknown,Mobile App,2.0,1
C10034,1,249.0,4.0,7447.43,1861.8575,648.3219856611887,297.0,11.75,5.5,2.0,3.0,16.0,15.394804318340652,33.0,15.5625,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7447.43,0.0,0.0,0.10685678993098238,11.0,0.0,,0.0,39.0,350.0,1.0,0.0,Male,Bangkok,Silver,<20k,In-Store,2.0,1
C10035,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
C10036,0,4.0,8.0,3415.36,426.92,524.8012194291147,412.0,3.5,2.125,1.0,7.0,58.285714285714285,49.76851175095315,157.0,0.06862745098039216,1.0,119.37,2.0,142.9,3.0,694.31,7.0,3103.48,1.0,0.6,0.03737358933020665,7.0,0.0,,0.0,34.0,428.0,1.0,0.0,Male,Bangkok,Silver,20-40k,In-Store,2.0,1
C10037,1,25.0,22.0,33497.38,1522.6081818181817,686.7008218225568,541.0,10.5,5.909090909090909,3.0,16.0,24.571428571428573,15.885752826263628,57.0,1.0174418604651163,1.0,1555.41,5.0,5830.99,8.0,10762.9,13.0,18892.77,1.25,1.3333333333333333,0.044241389296663575,13.0,2.0,3.0,1.0,38.0,545.0,1.0,0.0,Female,South,Bronze,40-70k,In-Store,1.0,1
C10038,1,56.0,19.0,23848.579999999998,1255.1884210526314,921.0934849120194,478.0,8.631578947368421,4.684210526315789,2.0,1.0,23.444444444444443,23.808605024289314,64.0,2.388625592417062,0.0,0.0,3.0,3840.83,7.0,8647.13,11.0,10818.77,0.6,1.4,0.00573622216468907,12.0,1.0,4.0,0.0,42.0,505.0,1.0,1.0,Female,East,Bronze,20-40k,Mobile App,2.0,1
C10039,0,69.0,4.0,885.94,221.485,106.35882865720802,237.0,3.0,2.25,1.0,1.0,56.0,36.345563690772494,87.0,1.2321428571428572,0.0,0.0,1.0,198.24,3.0,805.33,4.0,885.94,0.3333333333333333,1.5,0.051283424177848216,6.0,0.0,,0.0,18.0,281.0,1.0,1.0,Female,Central,Bronze,70-120k,Mobile App,1.0,1
C10040,1,50.0,3.0,1691.1399999999999,563.7133333333333,456.1149410327766,214.0,4.666666666666667,2.0,1.0,1.0,82.0,65.05382386916237,128.0,0.6097560975609756,0.0,0.0,1.0,543.99,2.0,661.77,3.0,1691.1399999999999,0.5,1.0,0.04920023613414668,4.0,3.0,1.6666666666666667,0.0,18.0,237.0,0.0,1.0,Female,North,Silver,<20k,Online Web,2.0,1
C10041,1,170.0,4.0,2030.66,507.665,121.7785850084762,587.0,8.0,4.0,1.0,4.0,139.0,232.11419603290102,407.0,1.223021582733813,0.0,0.0,0.0,0.0,2.0,929.05,2.0,929.05,0.0,2.0,0.024621503227789734,8.0,0.0,,0.0,25.0,645.0,1.0,0.0,Male,Central,Bronze,40-70k,In-Store,1.0,1
C10042,0,2.0,11.0,11031.01,1002.819090909091,457.7613837241963,251.0,8.181818181818182,4.363636363636363,1.0,9.0,24.9,28.769003381340056,90.0,0.08032128514056225,2.0,2597.02,2.0,2597.02,6.0,5983.84,11.0,11031.01,0.4,1.0,0.04308748224929323,12.0,0.0,,0.0,37.0,287.0,1.0,0.0,Male,Bangkok,Silver,>120k,In-Store,2.0,1
C10043,1,44.0,10.0,6192.11,619.211,447.97828919243153,466.0,6.3,3.7,3.0,9.0,46.888888888888886,46.74517206205483,128.0,0.9383886255924171,0.0,0.0,1.0,304.72,2.0,1842.45,5.0,2906.1800000000003,0.5,0.5,0.06634952466394758,11.0,0.0,,0.0,28.0,471.0,0.0,1.0,Male,Northeast,Silver,20-40k,In-Store,1.0,1
C10044,0,4.0,79.0,245727.25,3110.471518987342,1822.2017151252371,558.0,15.924050632911392,8.632911392405063,3.0,7.0,7.102564102564102,6.838754621169323,36.0,0.5631768953068592,7.0,18891.85,12.0,46313.2,25.0,86365.74,48.0,151964.35,0.8571428571428571,1.0416666666666667,0.018918519338916237,14.0,0.0,,0.0,40.0,568.0,0.0,1.0,Female,Bangkok,Silver,20-40k,Online Web,1.0,1
C10045,1,17.0,33.0,22193.04,672.5163636363636,435.73017388070986,626.0,6.2727272727272725,3.4545454545454546,3.0,19.0,19.03125,18.485363652220602,68.0,0.8932676518883416,2.0,2086.12,5.0,3755.75,11.0,9420.83,21.0,14397.98,0.7142857142857143,1.0,0.024914224855877104,14.0,0.0,,0.0,31.0,657.0,0.0,0.0,Female,Northeast,Silver,20-40k,In-Store,1.0,1
C10046,0,92.0,2.0,1540.57,770.285,853.4142452818561,154.0,6.5,3.0,1.0,2.0,62.0,,62.0,1.4838709677419355,0.0,0.0,0.0,0.0,2.0,1540.57,2.0,1540.57,0.0,2.0,0.11052540415704387,5.0,1.0,4.0,1.0,29.0,176.0,1.0,0.0,Female,Central,Silver,70-120k,In-Store,2.0,1
C10047,0,2.0,16.0,8028.17,501.760625,376.5367963686727,391.0,5.0,2.6875,1.0,8.0,25.933333333333334,26.138276986242296,82.0,0.07712082262210797,2.0,2071.84,2.0,2071.84,6.0,4091.95,15.0,7162.27,0.4,0.6,0.018172234479182463,10.0,2.0,3.5,0.0,48.0,410.0,1.0,1.0,Male,North,Gold,20-40k,In-Store,1.0,1
C10048,1,175.0,9.0,7250.71,805.6344444444444,422.71298374639235,314.0,6.333333333333333,3.3333333333333335,2.0,6.0,17.375,12.523549245892145,45.0,10.071942446043165,0.0,0.0,0.0,0.0,1.0,43.86,9.0,7250.71,0.0,0.1111111111111111,0.06694676969997233,12.0,1.0,3.0,1.0,18.0,323.0,1.0,0.0,Male,Northeast,Bronze,40-70k,In-Store,2.0,1
C10049,0,7.0,5.0,4283.83,856.766,320.1720156884422,100.0,6.2,4.0,2.0,2.0,23.25,11.87083260208258,36.0,0.3010752688172043,2.0,2053.71,4.0,3737.66,5.0,4283.83,5.0,4283.83,2.0,5.0,0.008347434772644673,11.0,0.0,,0.0,18.0,102.0,0.0,0.0,Female,Bangkok,Bronze,40-70k,Online Web,2.0,1
C10050,0,10.0,56.0,115175.66,2056.7082142857143,1398.0691568550817,524.0,9.678571428571429,5.178571428571429,2.0,22.0,9.345454545454546,6.939468924653309,25.0,1.0700389105058365,4.0,9065.22,9.0,16274.36,19.0,34376.41,39.0,76251.03,0.8181818181818182,0.9047619047619048,0.0,14.0,0.0,,0.0,42.0,524.0,1.0,0.0,Female,Northeast,Silver,70-120k,In-Store,2.0,1
C10051,1,15.0,15.0,21077.239999999998,1405.1493333333333,1124.3531004503793,387.0,9.466666666666667,5.266666666666667,3.0,11.0,26.571428571428573,21.073914921292864,75.0,0.564516129032258,1.0,2483.1,5.0,9177.51,8.0,13627.369999999999,13.0,19728.28,1.25,1.3333333333333333,0.03223030792237912,13.0,2.0,3.5,1.0,40.0,423.0,0.0,1.0,Female,North,Bronze,40-70k,In-Store,3.0,1
C10052,0,11.0,65.0,195800.3,3012.3123076923075,2008.3089377856945,489.0,15.169230769230769,8.276923076923078,3.0,24.0,7.46875,6.702211788442892,37.0,1.4728033472803348,3.0,10151.6,9.0,25857.83,22.0,66943.76,46.0,142583.01,0.6428571428571429,0.88,0.011110844557014447,14.0,0.0,,0.0,53.0,489.0,1.0,0.0,Male,Bangkok,Platinum,40-70k,In-Store,2.0,1
C10053,0,92.0,5.0,2893.49,578.698,396.63987680262306,387.0,4.8,2.2,1.0,1.0,73.75,48.27266307134919,135.0,1.2474576271186442,0.0,0.0,0.0,0.0,2.0,1164.25,4.0,2816.93,0.0,0.6666666666666666,0.045232415024236354,5.0,1.0,4.0,0.0,30.0,420.0,0.0,0.0,Female,Central,Bronze,40-70k,Mobile App,3.0,1
C10054,0,26.0,7.0,3963.92,566.2742857142857,405.35503252733656,460.0,4.571428571428571,2.2857142857142856,2.0,6.0,72.33333333333333,57.593981167016636,166.0,0.35944700460829493,1.0,781.71,3.0,1821.37,4.0,2450.17,5.0,2626.42,1.5,2.0,0.11526159903399973,9.0,1.0,3.0,1.0,34.0,493.0,1.0,1.0,Female,Central,Bronze,<20k,In-Store,2.0,1
C10055,0,14.0,56.0,125504.82,2241.1575000000003,1359.8551593115951,465.0,11.642857142857142,6.107142857142857,3.0,24.0,8.2,7.466964279783022,29.0,1.707317073170732,1.0,1052.37,9.0,15521.42,24.0,47867.47,42.0,93373.15,0.5625,1.263157894736842,0.007303120966582281,14.0,0.0,,0.0,37.0,467.0,1.0,1.0,Male,North,Gold,40-70k,In-Store,1.0,1
C10056,0,10.0,6.0,1898.94,316.49,122.78838169794405,213.0,6.0,3.1666666666666665,1.0,1.0,40.6,35.54293178678427,83.0,0.24630541871921183,1.0,493.79,1.0,493.79,5.0,1630.62,6.0,1898.94,0.2,2.5,0.05410548128075873,7.0,0.0,,0.0,36.0,254.0,1.0,1.0,Male,North,Silver,<20k,Mobile App,3.0,1
C10057,0,40.0,2.0,2368.84,1184.42,57.657486937951056,43.0,10.5,6.5,1.0,1.0,3.0,,3.0,13.333333333333334,0.0,0.0,2.0,2368.84,2.0,2368.84,2.0,2368.84,2.0,2.0,0.0,8.0,0.0,,0.0,18.0,58.0,0.0,1.0,Male,Northeast,Silver,70-120k,Online Web,3.0,1
C10058,0,2.0,30.0,61660.94,2055.364666666667,1077.458579716667,468.0,14.933333333333334,8.2,2.0,2.0,16.06896551724138,14.172234006985928,73.0,0.12446351931330471,2.0,3981.5599999999995,6.0,11136.199999999999,7.0,11792.14,20.0,43936.37,3.0,0.5,0.01610540372651977,14.0,0.0,,0.0,33.0,477.0,0.0,1.0,Female,East,Gold,20-40k,Mobile App,3.0,1
C10059,0,1.0,56.0,130778.63,2335.3326785714285,1384.3944529878772,381.0,13.214285714285714,7.267857142857143,3.0,22.0,6.909090909090909,5.42037557559173,26.0,0.14473684210526316,5.0,11222.76,17.0,33832.33,32.0,75135.41,52.0,123232.59,1.0625,1.5238095238095237,0.025119354803842166,14.0,1.0,4.0,0.0,25.0,383.0,1.0,1.0,Female,Bangkok,Gold,70-120k,In-Store,3.0,1
C10060,0,9.0,47.0,112441.3,2392.368085106383,1228.2904855948268,388.0,12.319148936170214,6.851063829787234,3.0,22.0,8.23913043478261,8.90489199537397,44.0,1.092348284960422,1.0,1534.51,8.0,13850.85,20.0,37603.86,46.0,111153.26,0.6153846153846154,0.7407407407407407,0.0016023546426552026,14.0,0.0,,0.0,30.0,388.0,1.0,1.0,Male,Bangkok,Gold,40-70k,In-Store,2.0,1
C10061,1,26.0,3.0,3162.63,1054.21,559.78343732197,87.0,9.666666666666666,5.0,1.0,1.0,30.5,24.748737341529164,48.0,0.8524590163934426,1.0,1118.3,3.0,3162.63,3.0,3162.63,3.0,3162.63,3.0,3.0,0.04941058364542443,10.0,0.0,,0.0,33.0,109.0,0.0,1.0,Female,Northeast,Bronze,<20k,Mobile App,3.0,1
C10062,0,18.0,10.0,4437.77,443.77700000000004,603.613239381532,369.0,3.2,1.9,2.0,8.0,39.0,34.21622422185125,112.0,0.46153846153846156,1.0,454.44,4.0,1244.8700000000001,6.0,3405.27,9.0,4374.03,1.3333333333333333,1.5,0.025415614362578238,10.0,0.0,,0.0,40.0,487.0,1.0,0.0,Male,Northeast,Silver,20-40k,In-Store,1.0,1
C10063,1,152.0,6.0,7914.48,1319.08,1312.5965394286243,285.0,6.666666666666667,3.0,1.0,1.0,26.6,10.21273714534943,38.0,5.714285714285714,0.0,0.0,0.0,0.0,1.0,2511.61,6.0,7914.48,0.0,0.16666666666666666,0.00811357501109131,8.0,0.0,,0.0,36.0,336.0,1.0,1.0,Male,Central,Gold,20-40k,Online Web,2.0,1
C10064,0,57.0,7.0,3986.59,569.5128571428571,340.1433061085815,186.0,5.428571428571429,2.4285714285714284,3.0,6.0,21.5,17.049926686059386,48.0,2.6511627906976742,0.0,0.0,3.0,1831.85,6.0,3144.17,7.0,3986.59,0.75,3.0,0.06166751792947778,6.0,0.0,,0.0,38.0,237.0,1.0,1.0,Male,East,Bronze,20-40k,In-Store,2.0,1
C10065,0,19.0,15.0,9835.94,655.7293333333333,438.1526769854588,475.0,8.4,4.533333333333333,3.0,10.0,32.57142857142857,29.18301477997692,112.0,0.5833333333333334,1.0,1005.85,3.0,2522.71,6.0,4134.81,11.0,7818.070000000001,0.75,1.0,0.08586134116000406,14.0,0.0,,0.0,27.0,489.0,0.0,1.0,Female,South,Bronze,20-40k,In-Store,2.0,1
C10066,0,3.0,83.0,162541.33,1958.3292771084336,1142.3937305668724,607.0,11.963855421686747,6.554216867469879,3.0,8.0,7.365853658536586,7.411223046167763,37.0,0.4072847682119205,3.0,4266.59,11.0,18509.35,20.0,37159.32,49.0,94200.17,1.1,0.6666666666666666,0.007878130294676218,14.0,1.0,4.0,0.0,38.0,611.0,1.0,1.0,Male,Bangkok,Gold,20-40k,Mobile App,1.0,1
C10067,0,1.0,39.0,75636.92,1939.408205128205,1080.3758955125704,624.0,15.051282051282051,8.0,3.0,19.0,16.394736842105264,16.583188285509518,74.0,0.060995184590690206,1.0,1807.16,8.0,15913.38,14.0,21776.53,26.0,47791.14,1.1428571428571428,1.0769230769230769,0.0,14.0,0.0,,0.0,30.0,649.0,1.0,0.0,Female,East,Silver,70-120k,In-Store,1.0,1
C10068,0,0.0,53.0,126410.59,2385.105471698113,1556.039992628682,436.0,12.773584905660377,6.584905660377358,3.0,22.0,8.384615384615385,7.327503510221451,34.0,0.0,4.0,14813.06,12.0,33898.29,23.0,58398.03,48.0,116637.61,1.0,0.8846153846153846,0.006248631642748011,14.0,0.0,,0.0,32.0,442.0,1.0,0.0,Female,Bangkok,Platinum,70-120k,In-Store,1.0,1
C10069,1,121.0,21.0,22817.28,1086.5371428571427,670.4481822045822,576.0,9.380952380952381,5.0,3.0,3.0,22.75,22.009268382589234,80.0,5.318681318681318,0.0,0.0,0.0,0.0,1.0,2330.25,9.0,8646.23,0.0,0.1111111111111111,0.04314175435418208,12.0,0.0,,0.0,41.0,583.0,0.0,1.0,Female,South,Silver,40-70k,Mobile App,3.0,1
