customer_id,recency,frequency,monetary,avg_order_value,tenure_days,basket_depth,items_per_basket,discount_ratio,category_breadth,channel_diversity
C10125,2,21,34052.17,1621.5319047619046,607,9.285714285714286,5.190476190476191,0.008774623685836801,14,3
C10126,247,3,761.0799999999999,253.6933333333333,381,3.3333333333333335,2.0,0.11529072605956339,5,2
C10127,34,72,229197.23,3183.2948611111115,588,16.88888888888889,8.930555555555555,0.0,14,3
C10128,10,15,10706.62,713.7746666666667,599,5.333333333333333,2.6,0.02561236980173916,10,3
C10129,13,21,17169.3,817.5857142857143,339,7.333333333333333,3.761904761904762,0.05922623271319368,12,2
C10130,217,5,1280.8899999999999,256.178,573,5.0,2.2,0.04959450335007753,5,1
C10131,8,44,80249.17,1823.8447727272726,675,12.409090909090908,6.5,0.01838783487999499,14,2
C10132,3,30,52112.92,1737.0973333333334,525,14.733333333333333,7.933333333333334,0.031520917585765806,14,3
C10133,30,33,38660.15,1171.519696969697,642,10.151515151515152,5.2727272727272725,0.024344109923133957,14,2
C10134,0,8,5933.009999999999,741.6262499999999,393,7.625,4.0,0.053408235158972264,12,2
C10135,24,4,2788.3500000000004,697.0875000000001,74,5.0,3.25,0.013162085831380904,9,2
C10136,61,10,6262.0,626.2,624,6.5,3.9,0.06306295522691771,12,3
C10137,88,16,17870.95,1116.934375,413,8.25,4.25,0.021670462259399566,13,2
C10138,168,22,25775.87,1171.6304545454545,455,7.409090909090909,4.045454545454546,0.056697259994737445,13,3
C10139,9,5,1522.51,304.502,57,3.6,2.2,0.07301941014588051,6,1
C10140,149,10,5986.95,598.6949999999999,597,5.0,2.7,0.09542602360342854,11,2
C10141,201,16,25349.7,1584.35625,564,14.0625,7.0625,0.04682100703518344,13,2
C10142,157,22,22324.28,1014.7399999999999,558,6.0,3.1363636363636362,0.04174849089299044,11,2
C10143,109,3,1918.73,639.5766666666667,142,5.333333333333333,3.0,0.027555623131113472,6,1
C10144,82,22,26681.420000000002,1212.7918181818184,618,8.090909090909092,4.136363636363637,0.010032717642073892,13,3
C10145,167,15,14768.89,984.5926666666667,440,8.466666666666667,5.066666666666666,0.058630022079557795,13,2
C10146,0,5,5101.99,1020.3979999999999,74,6.6,3.6,0.07474588105147667,8,2
C10147,113,16,23066.77,1441.673125,629,12.25,6.125,0.03810945987308106,13,2
C10148,179,16,13189.87,824.366875,557,6.6875,3.25,0.023848236877882137,13,1
C10149,1,95,286970.07,3020.7375789473685,694,14.83157894736842,8.031578947368422,0.017200780143138573,14,3
C10150,3,63,119745.6,1900.7238095238097,505,10.841269841269842,5.714285714285714,0.003977001878081806,14,3
C10151,55,5,4301.93,860.3860000000001,282,9.0,4.8,0.045360536488591625,10,3
C10152,23,6,4512.78,752.13,277,6.5,3.8333333333333335,0.022543460273865785,9,2
C10153,36,14,6474.22,462.44428571428574,474,6.142857142857143,3.357142857142857,0.09955841753534399,10,2
C10154,0,76,191378.1,2518.132894736842,508,13.25,7.144736842105263,0.00492793819157038,14,3
C10155,37,5,4319.51,863.902,186,5.0,2.4,0.09375458943684725,8,1
C10156,27,77,179935.4,2336.8233766233766,547,13.779220779220779,7.233766233766234,0.0,14,3
C10157,21,26,26137.59,1005.2919230769231,333,5.769230769230769,2.923076923076923,0.02079265414384511,12,3
C10158,6,35,57069.12,1630.546285714286,687,11.228571428571428,5.8,0.009374203685663877,14,2
C10159,350,6,3135.25,522.5416666666666,530,6.5,3.6666666666666665,0.08435525935358007,9,1
C10160,17,66,143377.08,2172.3799999999997,539,10.924242424242424,5.651515151515151,0.0,14,3
C10161,16,38,43944.46,1156.4331578947367,581,7.605263157894737,4.2631578947368425,0.022133934917312612,14,3
C10162,23,5,2794.9900000000002,558.998,106,4.6,2.0,0.004473651404249256,6,2
C10163,2,19,23911.03,1258.4752631578947,383,9.0,4.631578947368421,0.012577021662490981,13,2
C10164,127,33,35029.7,1061.5060606060606,729,7.666666666666667,3.9696969696969697,0.035259727490899194,13,3
C10165,1,7,10803.14,1543.3057142857142,64,10.857142857142858,5.285714285714286,0.04295188333076423,11,3
C10166,190,13,17843.1,1372.5461538461536,508,10.615384615384615,5.769230769230769,0.037893611893106124,14,1
C10167,49,13,10417.67,801.3592307692307,646,7.769230769230769,4.461538461538462,0.05112501445946204,14,2
C10168,30,3,1321.3600000000001,440.4533333333334,47,5.0,3.0,0.09044852556513121,6,1
C10169,6,10,4008.26,400.826,481,4.1,1.9,0.03190076177318771,9,1
C10170,12,17,21870.72,1286.5129411764706,368,9.823529411764707,5.411764705882353,0.040569795920516,14,1
C10171,71,6,5465.35,910.8916666666668,163,7.166666666666667,4.0,0.005183997320630599,10,2
C10172,9,100,221195.62,2211.9562,716,12.14,6.73,0.03288226074631401,14,3
C10173,116,11,7105.55,645.959090909091,434,6.636363636363637,3.6363636363636362,0.05509418405952247,10,2
C10174,23,19,33954.73,1787.091052631579,415,13.157894736842104,7.052631578947368,0.02575409614051518,13,3
C10175,8,12,11742.13,978.5108333333333,207,7.333333333333333,4.0,0.068341496429158,13,3
C10176,25,27,41627.02,1541.7414814814813,705,13.037037037037036,6.851851851851852,0.021834875880687738,14,3
C10177,81,10,5966.6,596.6600000000001,604,5.5,3.1,0.05568164192946971,8,1
C10178,38,12,5556.15,463.0125,531,3.25,2.0,0.05980468968131353,9,2
C10179,68,24,21610.53,900.4387499999999,682,7.791666666666667,4.541666666666667,0.059794064709467826,12,3
C10180,139,9,12668.41,1407.601111111111,406,8.88888888888889,5.0,0.08922541372832504,12,2
C10181,42,6,7041.67,1173.6116666666667,112,10.0,5.333333333333333,0.039314637154426284,10,2
C10182,127,11,6367.5,578.8636363636364,399,5.0,2.909090909090909,0.016956060599043123,11,3
C10183,10,21,16459.86,783.8028571428572,628,7.714285714285714,4.285714285714286,0.08503875555318383,12,3
C10184,6,21,25908.86,1233.7552380952382,418,8.333333333333334,4.476190476190476,0.051352952505512355,14,3
C10185,118,7,4788.9,684.1285714285714,185,7.571428571428571,4.0,0.02467189676662512,10,1
C10186,2,27,29725.22,1100.934074074074,408,6.7407407407407405,3.925925925925926,0.011319928848822373,13,3
C10187,9,72,226326.18,3143.4191666666666,519,15.944444444444445,8.708333333333334,0.023272891578353865,14,3
C10188,65,19,20536.13,1080.848947368421,511,8.789473684210526,4.631578947368421,0.009154742358221874,13,2
C10189,45,4,934.48,233.62,239,5.25,3.0,0.04356992989099842,7,2
C10190,12,35,39768.88,1136.2537142857143,724,8.542857142857143,4.771428571428571,0.04413885830383588,14,3
C10191,56,8,5728.9800000000005,716.1225000000001,183,4.875,2.5,0.021687232538362494,8,2
C10192,5,58,175156.93,3019.9470689655172,542,15.741379310344827,8.431034482758621,0.0,14,3
C10193,256,11,4427.75,402.52272727272725,670,5.181818181818182,3.090909090909091,0.08879221107957878,12,2
C10194,5,6,5848.38,974.73,134,8.0,4.666666666666667,0.004276836639141909,10,2
C10195,15,9,5035.84,559.5377777777778,631,5.888888888888889,3.2222222222222223,0.06933972027558473,11,2
C10196,29,9,6223.1,691.4555555555556,229,6.0,3.3333333333333335,0.08300154132247235,11,3
C10197,34,8,5230.3,653.7875,560,9.125,4.375,0.03526165412701721,11,1
C10198,37,17,35155.38,2067.9635294117647,398,14.647058823529411,7.647058823529412,0.012360044882279535,14,2
C10199,426,7,14643.18,2091.882857142857,541,10.714285714285714,5.857142857142857,0.011999840766802307,13,2
C10200,49,28,38179.97,1363.5703571428571,617,8.821428571428571,4.5,0.007433853135450809,14,3
C10201,159,15,15984.05,1065.6033333333332,598,7.266666666666667,4.066666666666666,0.07348347444928839,14,2
C10202,1,91,304550.36,3346.7072527472524,575,16.967032967032967,8.912087912087912,0.0,14,3
C10203,29,8,3264.8700000000003,408.10875000000004,257,4.625,2.5,0.014848766475160528,9,3
C10204,32,69,212470.6,3079.2840579710146,581,14.565217391304348,7.898550724637682,0.0104514512002626,14,2
C10205,5,6,4396.96,732.8266666666667,218,7.666666666666667,4.166666666666667,0.044423725977263295,11,2
C10206,4,62,180430.11,2910.163064516129,464,14.0,7.241935483870968,0.0,14,3
C10207,23,12,10007.67,833.9725,637,9.75,5.416666666666667,0.05603603178720495,13,1
C10208,33,15,32247.64,2149.8426666666664,349,16.866666666666667,8.6,0.009285745666114386,13,1
C10209,19,82,260432.01,3176.0001219512196,723,16.548780487804876,8.78048780487805,0.0,14,3
C10210,93,3,6320.55,2106.85,102,12.333333333333334,5.333333333333333,0.016273651346046993,8,1
C10211,106,7,15937.689999999999,2276.812857142857,398,12.857142857142858,6.857142857142857,0.01051833631234902,12,1
C10212,177,5,2261.73,452.346,559,4.2,2.6,0.13945400932179206,8,2
C10213,1,49,36387.29,742.5977551020409,718,6.346938775510204,3.3469387755102042,0.06319586508809807,14,3
C10214,35,38,44975.83,1183.5744736842105,695,7.105263157894737,3.6052631578947367,0.0034664767656320487,13,3
C10215,8,68,197677.59,2907.023382352941,689,15.558823529411764,8.352941176470589,0.0,14,3
C10216,28,30,50085.03,1669.501,421,13.2,7.233333333333333,0.01770984635214311,14,3
C10217,18,14,8846.35,631.8821428571429,458,6.0,3.142857142857143,0.10700928588805451,10,3
C10218,2,22,20548.66,934.03,448,8.045454545454545,4.045454545454546,0.03320578345314365,14,3
C10219,2,63,116149.81999999999,1843.6479365079365,458,9.317460317460318,4.873015873015873,0.0010722901410025415,14,3
C10220,0,22,20801.45,945.5204545454545,538,7.409090909090909,4.090909090909091,0.023219001574010426,13,3
C10221,254,17,21048.5,1238.1470588235295,704,8.294117647058824,4.0588235294117645,0.04705096716505756,14,2
C10222,22,22,12168.65,553.1204545454545,701,6.318181818181818,3.3181818181818183,0.03790687929412322,13,2
C10223,14,9,11782.029999999999,1309.1144444444444,125,8.555555555555555,4.666666666666667,0.04724849429741426,13,2
C10224,140,4,1266.4099999999999,316.60249999999996,200,5.0,2.25,0.1752404769812894,4,1
C10225,63,5,2408.66,481.73199999999997,358,5.2,2.4,0.05793224289927175,8,1
C10226,30,65,138681.88,2133.5673846153845,606,10.861538461538462,5.6923076923076925,0.022917584342318595,14,3
C10227,116,3,1601.3,533.7666666666667,124,4.666666666666667,3.0,0.08727670683188746,5,3
C10228,81,5,7018.03,1403.606,184,12.6,6.4,0.03640712380152104,11,1
C10229,134,12,23062.3,1921.8583333333333,413,14.083333333333334,7.0,0.04701239669421488,14,2
C10230,2,30,46580.51,1552.6836666666668,381,12.233333333333333,6.333333333333333,0.024765207152425143,14,3
C10231,7,25,36595.65,1463.826,563,11.64,5.92,0.04673358037850738,14,3
C10232,57,5,1492.38,298.476,409,3.6,2.0,0.08280325239227834,6,3
C10233,177,15,20063.44,1337.5626666666665,527,7.4,3.933333333333333,0.057930619987604,13,3
C10234,37,29,15296.369999999999,527.4610344827586,453,4.310344827586207,2.310344827586207,0.0013403495485378896,12,3
C10235,16,17,8623.05,507.2382352941176,673,4.0588235294117645,2.0,0.04069059196934856,13,3
C10236,0,84,203534.46,2423.029285714286,583,12.797619047619047,6.654761904761905,0.005503836395113712,14,3
C10237,18,17,12328.68,725.2164705882353,560,7.117647058823529,3.588235294117647,0.09689064174511422,13,3
C10238,10,83,240177.23,2893.7015662650606,653,15.204819277108435,8.228915662650602,0.01651458050943478,14,3
C10239,0,55,136413.57,2480.246727272727,476,13.418181818181818,7.163636363636364,0.012500542925892788,14,2
C10240,3,5,2268.18,453.63599999999997,128,3.6,2.4,0.0,7,1
C10241,8,4,4052.17,1013.0425,64,8.0,4.5,0.03398089498439702,6,3
C10242,4,7,7550.3,1078.6142857142856,96,8.571428571428571,4.714285714285714,0.01828006901671978,11,3
C10243,86,12,3452.19,287.6825,695,4.0,2.0833333333333335,0.10285889516344898,9,3
C10244,113,3,4779.889999999999,1593.2966666666664,127,11.666666666666666,6.0,0.009774045124682261,6,2
C10245,20,29,37622.13,1297.3148275862068,610,9.586206896551724,5.172413793103448,0.04385391972284008,13,3
C10246,39,11,4559.82,414.5290909090909,673,3.727272727272727,1.9090909090909092,0.13917421649490375,9,1
C10247,22,88,337850.16,3839.206363636363,705,19.40909090909091,10.511363636363637,0.0,14,2
C10248,58,3,2570.59,856.8633333333333,75,7.0,2.6666666666666665,0.0,5,2
C10249,142,3,3246.86,1082.2866666666666,183,5.666666666666667,3.6666666666666665,0.002460927778989637,5,1
C10250,74,7,5511.8099999999995,787.4014285714285,387,8.857142857142858,5.142857142857143,0.08204275843002583,10,2
C10251,39,20,22373.559999999998,1118.6779999999999,675,8.2,4.15,0.049621247036645146,14,2
C10252,46,11,4378.9400000000005,398.0854545454546,596,3.4545454545454546,1.9090909090909092,0.09323134203186055,11,2
C10253,52,35,32119.7,917.7057142857143,652,6.171428571428572,3.4857142857142858,0.03374639155657329,14,3
C10254,83,7,5121.31,731.6157142857144,230,8.142857142857142,4.0,0.07811183675232754,11,2
C10255,85,15,9278.49,618.566,492,6.2,3.3333333333333335,0.05187438561066979,14,2
C10256,143,3,3620.36,1206.7866666666666,219,3.6666666666666665,2.0,0.10606849994938185,5,2
C10257,8,6,2662.19,443.6983333333333,128,5.333333333333333,3.0,0.038958741710617986,8,1
C10258,25,4,1221.71,305.4275,355,3.5,2.0,0.0619836614354596,5,2
C10259,178,3,2362.99,787.6633333333333,204,6.0,3.0,0.029357639887285063,7,1
C10260,8,11,4144.44,376.7672727272727,708,3.3636363636363638,2.0,0.08642546803600124,11,1
C10261,7,6,8612.57,1435.4283333333333,235,10.0,5.666666666666667,0.03640432090132525,13,3
C10262,135,12,17961.29,1496.7741666666668,439,9.25,5.333333333333333,0.04491400057641362,14,2
C10263,60,53,117014.27,2207.81641509434,580,11.622641509433961,6.169811320754717,0.013594633125555944,14,1
C10264,81,19,5316.92,279.8378947368421,544,3.6842105263157894,2.0526315789473686,0.06992707292882044,10,2
C10265,2,9,6490.4,721.1555555555556,144,5.111111111111111,2.888888888888889,0.04599378831774533,10,2
C10266,16,11,6561.01,596.4554545454546,592,5.818181818181818,3.0,0.0369244454360769,12,2
C10267,87,6,3067.39,511.2316666666666,514,5.5,3.3333333333333335,0.05087257874868494,9,2
C10268,4,36,47453.42,1318.1505555555555,660,10.38888888888889,5.666666666666667,0.011363603218909784,14,2
C10269,55,19,9684.18,509.6936842105263,515,4.315789473684211,2.3157894736842106,0.03137568302048336,11,3
C10270,57,6,3931.62,655.27,400,7.0,4.0,0.060796154911947106,10,3
C10271,4,66,171878.9,2604.2257575757576,472,11.924242424242424,6.393939393939394,0.008565396830469195,14,3
C10272,203,13,14820.07,1140.0053846153846,544,9.846153846153847,5.461538461538462,0.020344609673291096,13,1
C10273,35,25,24971.43,998.8572,490,8.8,4.76,0.07719793174094731,14,2
C10274,25,8,3552.42,444.0525,261,4.75,2.25,0.08674392777080805,9,1
C10275,3,64,175155.58,2736.8059375,483,15.390625,7.953125,0.016848706171456347,14,3
C10276,36,5,3552.6,710.52,375,7.6,4.2,0.05530027442721297,8,3
C10277,8,59,136934.95,2320.9313559322036,585,11.898305084745763,6.898305084745763,0.0,14,3
C10278,16,71,136960.04,1929.0146478873241,533,10.422535211267606,5.704225352112676,0.017108239416459857,14,3
C10279,28,13,13746.84,1057.4492307692308,343,4.846153846153846,2.769230769230769,0.003854339447088158,11,1
C10280,20,18,33245.17,1846.9538888888887,369,12.0,6.111111111111111,0.004669303104415929,14,2
C10281,95,9,9686.42,1076.2688888888888,454,9.333333333333334,5.0,0.03882250443059202,13,3
C10282,0,27,42906.55,1589.1314814814816,380,10.481481481481481,5.592592592592593,0.02098111922880605,14,3
C10283,100,3,2683.27,894.4233333333333,319,8.333333333333334,4.333333333333333,0.0977299245774082,5,1
C10284,138,7,4850.599999999999,692.9428571428571,497,7.571428571428571,4.0,0.04744324151298361,10,3
