customer_id,churn_probability,risk_tier,segment,persona,recency,frequency,monetary,avg_order_value,n_tx_90d,trend_90_over_prev90,discount_ratio,n_unresolved_tickets,avg_satisfaction,warning_signals,recommended_action
C11771,0.9968924,วิกฤต,0,ลูกค้าคุณค่าสูงที่กำลังห่างหาย (At-Risk High-Value),170.0,11.0,14078.91,1279.9009090909092,0.0,0.0,0.055162513891797,1.0,4.0,ไม่ซื้อมา 170 วัน · ความถี่ 90 วันล่าสุดลดลงชัดเจน · ไม่มีการซื้อเลยใน 90 วันล่าสุด · มีเรื่องร้องเรียนค้าง 1 เรื่อง,โทรหาโดยพนักงานภายใน 48 ชม. + ข้อเสนอเฉพาะบุคคล
C10444,0.99685895,วิกฤต,0,ลูกค้าคุณค่าสูงที่กำลังห่างหาย (At-Risk High-Value),168.0,14.0,16171.36,1155.097142857143,0.0,0.0,0.07946765030681831,0.0,3.0,ไม่ซื้อมา 168 วัน · ความถี่ 90 วันล่าสุดลดลงชัดเจน · ไม่มีการซื้อเลยใน 90 วันล่าสุด,โทรหาโดยพนักงานภายใน 48 ชม. + ข้อเสนอเฉพาะบุคคล
C11373,0.99680555,วิกฤต,0,ลูกค้าคุณค่าสูงที่กำลังห่างหาย (At-Risk High-Value),197.0,25.0,39612.6,1584.504,0.0,0.0,0.06502213257262303,1.0,3.0,ไม่ซื้อมา 197 วัน · ความถี่ 90 วันล่าสุดลดลงชัดเจน · ไม่มีการซื้อเลยใน 90 วันล่าสุด · มีเรื่องร้องเรียนค้าง 1 เรื่อง,โทรหาโดยพนักงานภายใน 48 ชม. + ข้อเสนอเฉพาะบุคคล
C11065,0.99669635,วิกฤต,0,ลูกค้าคุณค่าสูงที่กำลังห่างหาย (At-Risk High-Value),177.0,14.0,20169.91,1440.7078571428572,0.0,0.0,0.034132113311126734,1.0,4.0,ไม่ซื้อมา 177 วัน · ความถี่ 90 วันล่าสุดลดลงชัดเจน · ไม่มีการซื้อเลยใน 90 วันล่าสุด · มีเรื่องร้องเรียนค้าง 1 เรื่อง,โทรหาโดยพนักงานภายใน 48 ชม. + ข้อเสนอเฉพาะบุคคล
C10816,0.9966348,วิกฤต,2,ลูกค้าห่างหายมูลค่าต่ำ (Dormant / Low-Value),354.0,3.0,793.39,264.4633333333333,0.0,0.0,0.012398083027323085,0.0,1.0,ไม่ซื้อมา 354 วัน · ความถี่ 90 วันล่าสุดลดลงชัดเจน · ไม่มีการซื้อเลยใน 90 วันล่าสุด · คะแนนความพึงพอใจต่ำ (1.0/5),โทรหาโดยพนักงานภายใน 48 ชม. + ข้อเสนอเฉพาะบุคคล
C10771,0.996618,วิกฤต,0,ลูกค้าคุณค่าสูงที่กำลังห่างหาย (At-Risk High-Value),261.0,13.0,23823.71,1832.5930769230768,0.0,0.0,0.057639211926167125,0.0,1.5,ไม่ซื้อมา 261 วัน · ความถี่ 90 วันล่าสุดลดลงชัดเจน · ไม่มีการซื้อเลยใน 90 วันล่าสุด · คะแนนความพึงพอใจต่ำ (1.5/5),โทรหาโดยพนักงานภายใน 48 ชม. + ข้อเสนอเฉพาะบุคคล
C10320,0.9965803,วิกฤต,0,ลูกค้าคุณค่าสูงที่กำลังห่างหาย (At-Risk High-Value),149.0,19.0,29881.97,1572.735263157895,0.0,0.0,0.052783848937225715,0.0,2.5,ไม่ซื้อมา 149 วัน · ความถี่ 90 วันล่าสุดลดลงชัดเจน · ไม่มีการซื้อเลยใน 90 วันล่าสุด,โทรหาโดยพนักงานภายใน 48 ชม. + ข้อเสนอเฉพาะบุคคล
C11107,0.9965186,วิกฤต,0,ลูกค้าคุณค่าสูงที่กำลังห่างหาย (At-Risk High-Value),169.0,13.0,25630.4,1971.569230769231,0.0,0.0,0.032842101767724216,1.0,5.0,ไม่ซื้อมา 169 วัน · ความถี่ 90 วันล่าสุดลดลงชัดเจน · ไม่มีการซื้อเลยใน 90 วันล่าสุด · มีเรื่องร้องเรียนค้าง 1 เรื่อง,โทรหาโดยพนักงานภายใน 48 ชม. + ข้อเสนอเฉพาะบุคคล
C11681,0.9963947,วิกฤต,0,ลูกค้าคุณค่าสูงที่กำลังห่างหาย (At-Risk High-Value),304.0,4.0,8550.94,2137.735,0.0,0.0,0.10085792908809678,1.0,2.5,ไม่ซื้อมา 304 วัน · ความถี่ 90 วันล่าสุดลดลงชัดเจน · ไม่มีการซื้อเลยใน 90 วันล่าสุด · มีเรื่องร้องเรียนค้าง 1 เรื่อง · ซื้อเมื่อมีส่วนลดเป็นหลัก (10%),โทรหาโดยพนักงานภายใน 48 ชม. + ข้อเสนอเฉพาะบุคคล
C12700,0.99613935,วิกฤต,0,ลูกค้าคุณค่าสูงที่กำลังห่างหาย (At-Risk High-Value),110.0,22.0,32307.15,1468.5068181818183,0.0,0.0,0.06005637831718666,0.0,,ไม่ซื้อมา 110 วัน · ความถี่ 90 วันล่าสุดลดลงชัดเจน · ไม่มีการซื้อเลยใน 90 วันล่าสุด,โทรหาโดยพนักงานภายใน 48 ชม. + ข้อเสนอเฉพาะบุคคล
C11938,0.99559325,วิกฤต,0,ลูกค้าคุณค่าสูงที่กำลังห่างหาย (At-Risk High-Value),120.0,12.0,19965.73,1663.8108333333332,0.0,0.0,0.06446497928215951,1.0,2.5,ไม่ซื้อมา 120 วัน · ความถี่ 90 วันล่าสุดลดลงชัดเจน · ไม่มีการซื้อเลยใน 90 วันล่าสุด · มีเรื่องร้องเรียนค้าง 1 เรื่อง,โทรหาโดยพนักงานภายใน 48 ชม. + ข้อเสนอเฉพาะบุคคล
C10233,0.99545175,วิกฤต,0,ลูกค้าคุณค่าสูงที่กำลังห่างหาย (At-Risk High-Value),86.0,15.0,20063.44,1337.5626666666665,1.0,0.3333333333333333,0.057930619987604,1.0,1.0,ไม่ซื้อมา 86 วัน · ความถี่ 90 วันล่าสุดลดลงชัดเจน · คะแนนความพึงพอใจต่ำ (1.0/5) · มีเรื่องร้องเรียนค้าง 1 เรื่อง,โทรหาโดยพนักงานภายใน 48 ชม. + ข้อเสนอเฉพาะบุคคล
C11602,0.9953753,วิกฤต,2,ลูกค้าห่างหายมูลค่าต่ำ (Dormant / Low-Value),380.0,3.0,2337.54,779.18,0.0,0.0,0.12451685393258428,1.0,1.0,ไม่ซื้อมา 380 วัน · ความถี่ 90 วันล่าสุดลดลงชัดเจน · ไม่มีการซื้อเลยใน 90 วันล่าสุด · คะแนนความพึงพอใจต่ำ (1.0/5) · มีเรื่องร้องเรียนค้าง 1 เรื่อง · ซื้อเมื่อมีส่วนลดเป็นหลัก (12%),โทรหาโดยพนักงานภายใน 48 ชม. + ข้อเสนอเฉพาะบุคคล
C11714,0.99518424,วิกฤต,0,ลูกค้าคุณค่าสูงที่กำลังห่างหาย (At-Risk High-Value),297.0,9.0,15174.89,1686.0988888888887,0.0,0.0,0.02564983366903445,0.0,,ไม่ซื้อมา 297 วัน · ความถี่ 90 วันล่าสุดลดลงชัดเจน · ไม่มีการซื้อเลยใน 90 วันล่าสุด,โทรหาโดยพนักงานภายใน 48 ชม. + ข้อเสนอเฉพาะบุคคล
C12357,0.99515224,วิกฤต,0,ลูกค้าคุณค่าสูงที่กำลังห่างหาย (At-Risk High-Value),231.0,19.0,21128.48,1112.0252631578946,0.0,0.0,0.05178658861406823,0.0,,ไม่ซื้อมา 231 วัน · ความถี่ 90 วันล่าสุดลดลงชัดเจน · ไม่มีการซื้อเลยใน 90 วันล่าสุด,โทรหาโดยพนักงานภายใน 48 ชม. + ข้อเสนอเฉพาะบุคคล
C11670,0.9949809,วิกฤต,0,ลูกค้าคุณค่าสูงที่กำลังห่างหาย (At-Risk High-Value),94.0,19.0,18573.13,977.5331578947369,0.0,0.0,0.03462899252938116,1.0,1.6666666666666667,ไม่ซื้อมา 94 วัน · ความถี่ 90 วันล่าสุดลดลงชัดเจน · ไม่มีการซื้อเลยใน 90 วันล่าสุด · คะแนนความพึงพอใจต่ำ (1.7/5) · มีเรื่องร้องเรียนค้าง 1 เรื่อง,โทรหาโดยพนักงานภายใน 48 ชม. + ข้อเสนอเฉพาะบุคคล
C10499,0.9949739,วิกฤต,0,ลูกค้าคุณค่าสูงที่กำลังห่างหาย (At-Risk High-Value),156.0,19.0,32264.13,1698.112105263158,0.0,0.0,0.05731277957791952,0.0,,ไม่ซื้อมา 156 วัน · ความถี่ 90 วันล่าสุดลดลงชัดเจน · ไม่มีการซื้อเลยใน 90 วันล่าสุด,โทรหาโดยพนักงานภายใน 48 ชม. + ข้อเสนอเฉพาะบุคคล
C10221,0.99494064,วิกฤต,0,ลูกค้าคุณค่าสูงที่กำลังห่างหาย (At-Risk High-Value),163.0,17.0,21048.5,1238.1470588235295,0.0,0.0,0.04705096716505756,1.0,4.0,ไม่ซื้อมา 163 วัน · ความถี่ 90 วันล่าสุดลดลงชัดเจน · ไม่มีการซื้อเลยใน 90 วันล่าสุด · มีเรื่องร้องเรียนค้าง 1 เรื่อง,โทรหาโดยพนักงานภายใน 48 ชม. + ข้อเสนอเฉพาะบุคคล
C12200,0.9949207,วิกฤต,0,ลูกค้าคุณค่าสูงที่กำลังห่างหาย (At-Risk High-Value),163.0,20.0,31311.4,1565.5700000000002,0.0,0.0,0.028530633735193198,0.0,3.0,ไม่ซื้อมา 163 วัน · ความถี่ 90 วันล่าสุดลดลงชัดเจน · ไม่มีการซื้อเลยใน 90 วันล่าสุด,โทรหาโดยพนักงานภายใน 48 ชม. + ข้อเสนอเฉพาะบุคคล
C11386,0.9948919,วิกฤต,0,ลูกค้าคุณค่าสูงที่กำลังห่างหาย (At-Risk High-Value),163.0,10.0,13428.53,1342.853,0.0,0.0,0.049048413195809125,0.0,,ไม่ซื้อมา 163 วัน · ความถี่ 90 วันล่าสุดลดลงชัดเจน · ไม่มีการซื้อเลยใน 90 วันล่าสุด,โทรหาโดยพนักงานภายใน 48 ชม. + ข้อเสนอเฉพาะบุคคล
C12736,0.99479467,วิกฤต,0,ลูกค้าคุณค่าสูงที่กำลังห่างหาย (At-Risk High-Value),119.0,10.0,13459.83,1345.983,0.0,0.0,0.08176864780198151,0.0,3.0,ไม่ซื้อมา 119 วัน · ความถี่ 90 วันล่าสุดลดลงชัดเจน · ไม่มีการซื้อเลยใน 90 วันล่าสุด,โทรหาโดยพนักงานภายใน 48 ชม. + ข้อเสนอเฉพาะบุคคล
C10883,0.9947724,วิกฤต,0,ลูกค้าคุณค่าสูงที่กำลังห่างหาย (At-Risk High-Value),135.0,14.0,19910.47,1422.1764285714287,0.0,0.0,0.049286480322938926,0.0,,ไม่ซื้อมา 135 วัน · ความถี่ 90 วันล่าสุดลดลงชัดเจน · ไม่มีการซื้อเลยใน 90 วันล่าสุด,โทรหาโดยพนักงานภายใน 48 ชม. + ข้อเสนอเฉพาะบุคคล
C11980,0.9946031,วิกฤต,0,ลูกค้าคุณค่าสูงที่กำลังห่างหาย (At-Risk High-Value),197.0,9.0,11262.939999999999,1251.4377777777777,0.0,0.0,0.0865914017648676,2.0,3.5,ไม่ซื้อมา 197 วัน · ความถี่ 90 วันล่าสุดลดลงชัดเจน · ไม่มีการซื้อเลยใน 90 วันล่าสุด · มีเรื่องร้องเรียนค้าง 2 เรื่อง,โทรหาโดยพนักงานภายใน 48 ชม. + ข้อเสนอเฉพาะบุคคล
C11835,0.9941088,วิกฤต,0,ลูกค้าคุณค่าสูงที่กำลังห่างหาย (At-Risk High-Value),98.0,22.0,25461.73,1157.3513636363637,0.0,0.0,0.07640003308193001,0.0,1.5,ไม่ซื้อมา 98 วัน · ความถี่ 90 วันล่าสุดลดลงชัดเจน · ไม่มีการซื้อเลยใน 90 วันล่าสุด · คะแนนความพึงพอใจต่ำ (1.5/5),โทรหาโดยพนักงานภายใน 48 ชม. + ข้อเสนอเฉพาะบุคคล
C12884,0.99370813,วิกฤต,0,ลูกค้าคุณค่าสูงที่กำลังห่างหาย (At-Risk High-Value),158.0,19.0,21769.53,1145.764736842105,0.0,0.0,0.0810395410586214,0.0,,ไม่ซื้อมา 158 วัน · ความถี่ 90 วันล่าสุดลดลงชัดเจน · ไม่มีการซื้อเลยใน 90 วันล่าสุด,โทรหาโดยพนักงานภายใน 48 ชม. + ข้อเสนอเฉพาะบุคคล
C10670,0.9935638,วิกฤต,0,ลูกค้าคุณค่าสูงที่กำลังห่างหาย (At-Risk High-Value),267.0,15.0,16331.27,1088.7513333333334,0.0,0.0,0.03664192293262799,0.0,2.0,ไม่ซื้อมา 267 วัน · ความถี่ 90 วันล่าสุดลดลงชัดเจน · ไม่มีการซื้อเลยใน 90 วันล่าสุด · คะแนนความพึงพอใจต่ำ (2.0/5),โทรหาโดยพนักงานภายใน 48 ชม. + ข้อเสนอเฉพาะบุคคล
C11212,0.9934801,วิกฤต,0,ลูกค้าคุณค่าสูงที่กำลังห่างหาย (At-Risk High-Value),251.0,37.0,75992.25,2053.8445945945946,0.0,0.0,0.025415148157776242,0.0,5.0,ไม่ซื้อมา 251 วัน · ความถี่ 90 วันล่าสุดลดลงชัดเจน · ไม่มีการซื้อเลยใน 90 วันล่าสุด,โทรหาโดยพนักงานภายใน 48 ชม. + ข้อเสนอเฉพาะบุคคล
C11698,0.9933878,วิกฤต,0,ลูกค้าคุณค่าสูงที่กำลังห่างหาย (At-Risk High-Value),143.0,8.0,11401.46,1425.1825,0.0,0.0,0.04802674535304501,2.0,3.3333333333333335,ไม่ซื้อมา 143 วัน · ความถี่ 90 วันล่าสุดลดลงชัดเจน · ไม่มีการซื้อเลยใน 90 วันล่าสุด · มีเรื่องร้องเรียนค้าง 2 เรื่อง,โทรหาโดยพนักงานภายใน 48 ชม. + ข้อเสนอเฉพาะบุคคล
C11539,0.9933559,วิกฤต,0,ลูกค้าคุณค่าสูงที่กำลังห่างหาย (At-Risk High-Value),147.0,19.0,14120.42,743.18,0.0,0.0,0.0634966218568877,0.0,,ไม่ซื้อมา 147 วัน · ความถี่ 90 วันล่าสุดลดลงชัดเจน · ไม่มีการซื้อเลยใน 90 วันล่าสุด,โทรหาโดยพนักงานภายใน 48 ชม. + ข้อเสนอเฉพาะบุคคล
C10980,0.993343,วิกฤต,0,ลูกค้าคุณค่าสูงที่กำลังห่างหาย (At-Risk High-Value),194.0,10.0,11512.53,1151.2530000000002,0.0,0.0,0.028979150834464253,0.0,3.5,ไม่ซื้อมา 194 วัน · ความถี่ 90 วันล่าสุดลดลงชัดเจน · ไม่มีการซื้อเลยใน 90 วันล่าสุด,โทรหาโดยพนักงานภายใน 48 ชม. + ข้อเสนอเฉพาะบุคคล
C10141,0.99316144,วิกฤต,0,ลูกค้าคุณค่าสูงที่กำลังห่างหาย (At-Risk High-Value),110.0,16.0,25349.7,1584.35625,0.0,0.0,0.04682100703518344,1.0,3.0,ไม่ซื้อมา 110 วัน · ความถี่ 90 วันล่าสุดลดลงชัดเจน · ไม่มีการซื้อเลยใน 90 วันล่าสุด · มีเรื่องร้องเรียนค้าง 1 เรื่อง,โทรหาโดยพนักงานภายใน 48 ชม. + ข้อเสนอเฉพาะบุคคล
C11221,0.99265313,วิกฤต,0,ลูกค้าคุณค่าสูงที่กำลังห่างหาย (At-Risk High-Value),176.0,12.0,16494.64,1374.5533333333333,0.0,0.0,0.10670008513477507,0.0,2.0,ไม่ซื้อมา 176 วัน · ความถี่ 90 วันล่าสุดลดลงชัดเจน · ไม่มีการซื้อเลยใน 90 วันล่าสุด · คะแนนความพึงพอใจต่ำ (2.0/5) · ซื้อเมื่อมีส่วนลดเป็นหลัก (11%),โทรหาโดยพนักงานภายใน 48 ชม. + ข้อเสนอเฉพาะบุคคล
C12426,0.9926065,วิกฤต,0,ลูกค้าคุณค่าสูงที่กำลังห่างหาย (At-Risk High-Value),72.0,13.0,19037.02,1464.3861538461538,1.0,1.0,0.0544797309613483,0.0,2.5,ไม่ซื้อมา 72 วัน,โทรหาโดยพนักงานภายใน 48 ชม. + ข้อเสนอเฉพาะบุคคล
C11148,0.99251866,วิกฤต,0,ลูกค้าคุณค่าสูงที่กำลังห่างหาย (At-Risk High-Value),344.0,9.0,12851.33,1427.9255555555555,0.0,0.0,0.06599905228701168,1.0,2.6666666666666665,ไม่ซื้อมา 344 วัน · ความถี่ 90 วันล่าสุดลดลงชัดเจน · ไม่มีการซื้อเลยใน 90 วันล่าสุด · มีเรื่องร้องเรียนค้าง 1 เรื่อง,โทรหาโดยพนักงานภายใน 48 ชม. + ข้อเสนอเฉพาะบุคคล
C10868,0.99248284,วิกฤต,0,ลูกค้าคุณค่าสูงที่กำลังห่างหาย (At-Risk High-Value),180.0,17.0,32159.14,1891.7141176470589,0.0,0.0,0.0,0.0,,ไม่ซื้อมา 180 วัน · ความถี่ 90 วันล่าสุดลดลงชัดเจน · ไม่มีการซื้อเลยใน 90 วันล่าสุด,โทรหาโดยพนักงานภายใน 48 ชม. + ข้อเสนอเฉพาะบุคคล
C10962,0.9923064,วิกฤต,0,ลูกค้าคุณค่าสูงที่กำลังห่างหาย (At-Risk High-Value),187.0,15.0,14385.3,959.02,0.0,0.0,0.05547654597241537,0.0,3.0,ไม่ซื้อมา 187 วัน · ความถี่ 90 วันล่าสุดลดลงชัดเจน · ไม่มีการซื้อเลยใน 90 วันล่าสุด,โทรหาโดยพนักงานภายใน 48 ชม. + ข้อเสนอเฉพาะบุคคล
C11508,0.9922179,วิกฤต,0,ลูกค้าคุณค่าสูงที่กำลังห่างหาย (At-Risk High-Value),105.0,16.0,19686.49,1230.405625,0.0,0.0,0.042109447681773764,1.0,3.3333333333333335,ไม่ซื้อมา 105 วัน · ความถี่ 90 วันล่าสุดลดลงชัดเจน · ไม่มีการซื้อเลยใน 90 วันล่าสุด · มีเรื่องร้องเรียนค้าง 1 เรื่อง,โทรหาโดยพนักงานภายใน 48 ชม. + ข้อเสนอเฉพาะบุคคล
C12096,0.99195546,วิกฤต,0,ลูกค้าคุณค่าสูงที่กำลังห่างหาย (At-Risk High-Value),157.0,19.0,17188.61,904.6636842105263,0.0,0.0,0.06302293571730332,0.0,3.0,ไม่ซื้อมา 157 วัน · ความถี่ 90 วันล่าสุดลดลงชัดเจน · ไม่มีการซื้อเลยใน 90 วันล่าสุด,โทรหาโดยพนักงานภายใน 48 ชม. + ข้อเสนอเฉพาะบุคคล
C12018,0.99182546,วิกฤต,0,ลูกค้าคุณค่าสูงที่กำลังห่างหาย (At-Risk High-Value),191.0,11.0,9157.99,832.5445454545454,0.0,0.0,0.04525902511644975,0.0,1.0,ไม่ซื้อมา 191 วัน · ความถี่ 90 วันล่าสุดลดลงชัดเจน · ไม่มีการซื้อเลยใน 90 วันล่าสุด · คะแนนความพึงพอใจต่ำ (1.0/5),โทรหาโดยพนักงานภายใน 48 ชม. + ข้อเสนอเฉพาะบุคคล
C12823,0.9916944,วิกฤต,0,ลูกค้าคุณค่าสูงที่กำลังห่างหาย (At-Risk High-Value),73.0,15.0,21245.38,1416.3586666666667,1.0,0.5,0.08540002539912138,0.0,3.0,ไม่ซื้อมา 73 วัน · ความถี่ 90 วันล่าสุดลดลงชัดเจน,โทรหาโดยพนักงานภายใน 48 ชม. + ข้อเสนอเฉพาะบุคคล
C11358,0.99165523,วิกฤต,0,ลูกค้าคุณค่าสูงที่กำลังห่างหาย (At-Risk High-Value),73.0,18.0,28415.41,1578.6338888888888,1.0,0.5,0.050569199191817675,1.0,2.0,ไม่ซื้อมา 73 วัน · ความถี่ 90 วันล่าสุดลดลงชัดเจน · คะแนนความพึงพอใจต่ำ (2.0/5) · มีเรื่องร้องเรียนค้าง 1 เรื่อง,โทรหาโดยพนักงานภายใน 48 ชม. + ข้อเสนอเฉพาะบุคคล
C12546,0.9912163,วิกฤต,0,ลูกค้าคุณค่าสูงที่กำลังห่างหาย (At-Risk High-Value),418.0,14.0,23013.79,1643.842142857143,0.0,0.0,0.054481802901987564,0.0,3.0,ไม่ซื้อมา 418 วัน · ความถี่ 90 วันล่าสุดลดลงชัดเจน · ไม่มีการซื้อเลยใน 90 วันล่าสุด,โทรหาโดยพนักงานภายใน 48 ชม. + ข้อเสนอเฉพาะบุคคล
C11517,0.9910591,วิกฤต,0,ลูกค้าคุณค่าสูงที่กำลังห่างหาย (At-Risk High-Value),94.0,20.0,23908.17,1195.4085,0.0,0.0,0.056869854251373086,1.0,2.0,ไม่ซื้อมา 94 วัน · ความถี่ 90 วันล่าสุดลดลงชัดเจน · ไม่มีการซื้อเลยใน 90 วันล่าสุด · คะแนนความพึงพอใจต่ำ (2.0/5) · มีเรื่องร้องเรียนค้าง 1 เรื่อง,โทรหาโดยพนักงานภายใน 48 ชม. + ข้อเสนอเฉพาะบุคคล
C11582,0.99087757,วิกฤต,0,ลูกค้าคุณค่าสูงที่กำลังห่างหาย (At-Risk High-Value),139.0,17.0,33425.79,1966.2229411764706,0.0,0.0,0.01151465792265954,0.0,2.0,ไม่ซื้อมา 139 วัน · ความถี่ 90 วันล่าสุดลดลงชัดเจน · ไม่มีการซื้อเลยใน 90 วันล่าสุด · คะแนนความพึงพอใจต่ำ (2.0/5),โทรหาโดยพนักงานภายใน 48 ชม. + ข้อเสนอเฉพาะบุคคล
C10069,0.9908025,วิกฤต,0,ลูกค้าคุณค่าสูงที่กำลังห่างหาย (At-Risk High-Value),121.0,21.0,22817.28,1086.5371428571427,0.0,0.0,0.04314175435418208,0.0,,ไม่ซื้อมา 121 วัน · ความถี่ 90 วันล่าสุดลดลงชัดเจน · ไม่มีการซื้อเลยใน 90 วันล่าสุด,โทรหาโดยพนักงานภายใน 48 ชม. + ข้อเสนอเฉพาะบุคคล
C12224,0.99073374,วิกฤต,0,ลูกค้าคุณค่าสูงที่กำลังห่างหาย (At-Risk High-Value),202.0,26.0,38416.84,1477.5707692307692,0.0,0.0,0.05733364938073848,0.0,,ไม่ซื้อมา 202 วัน · ความถี่ 90 วันล่าสุดลดลงชัดเจน · ไม่มีการซื้อเลยใน 90 วันล่าสุด,โทรหาโดยพนักงานภายใน 48 ชม. + ข้อเสนอเฉพาะบุคคล
C10748,0.99052244,วิกฤต,3,ลูกค้าใหม่กำลังก่อตัว (New / Developing),3.0,3.0,3036.27,1012.09,3.0,3.0,0.0,1.0,1.0,คะแนนความพึงพอใจต่ำ (1.0/5) · มีเรื่องร้องเรียนค้าง 1 เรื่อง,โทรหาโดยพนักงานภายใน 48 ชม. + ข้อเสนอเฉพาะบุคคล
