image_path,split,group,student_id,aug_type,gt_path,gt_exists
images/augmented/th/71010013_aug5_jpeg_dark.png,augmented,th,71010013,jpeg_dark,ground_truth/th/Json_71010013_th.json,True
images/original/th/71020001.png,original,th,71020001,none,ground_truth/th/Json_71020001_th.json,True
images/augmented/th/71020001_aug1_rotate_bright.png,augmented,th,71020001,rotate_bright,ground_truth/th/Json_71020001_th.json,True
images/augmented/th/71020001_aug2_noise.png,augmented,th,71020001,noise,ground_truth/th/Json_71020001_th.json,True
images/augmented/th/71020001_aug3_blur_contrast.png,augmented,th,71020001,blur_contrast,ground_truth/th/Json_71020001_th.json,True
images/augmented/th/71020001_aug4_perspective.png,augmented,th,71020001,perspective,ground_truth/th/Json_71020001_th.json,True
images/augmented/th/71020001_aug5_jpeg_dark.png,augmented,th,71020001,jpeg_dark,ground_truth/th/Json_71020001_th.json,True
images/original/th/71020005.png,original,th,71020005,none,ground_truth/th/Json_71020005_th.json,True
images/augmented/th/71020005_aug1_rotate_bright.png,augmented,th,71020005,rotate_bright,ground_truth/th/Json_71020005_th.json,True
images/augmented/th/71020005_aug2_noise.png,augmented,th,71020005,noise,ground_truth/th/Json_71020005_th.json,True
images/augmented/th/71020005_aug3_blur_contrast.png,augmented,th,71020005,blur_contrast,ground_truth/th/Json_71020005_th.json,True
images/augmented/th/71020005_aug4_perspective.png,augmented,th,71020005,perspective,ground_truth/th/Json_71020005_th.json,True
images/augmented/th/71020005_aug5_jpeg_dark.png,augmented,th,71020005,jpeg_dark,ground_truth/th/Json_71020005_th.json,True
images/original/th/71020009.png,original,th,71020009,none,ground_truth/th/Json_71020009_th.json,True
images/augmented/th/71020009_aug1_rotate_bright.png,augmented,th,71020009,rotate_bright,ground_truth/th/Json_71020009_th.json,True
images/augmented/th/71020009_aug2_noise.png,augmented,th,71020009,noise,ground_truth/th/Json_71020009_th.json,True
images/augmented/th/71020009_aug3_blur_contrast.png,augmented,th,71020009,blur_contrast,ground_truth/th/Json_71020009_th.json,True
images/augmented/th/71020009_aug4_perspective.png,augmented,th,71020009,perspective,ground_truth/th/Json_71020009_th.json,True
images/augmented/th/71020009_aug5_jpeg_dark.png,augmented,th,71020009,jpeg_dark,ground_truth/th/Json_71020009_th.json,True
images/original/th/71020013.png,original,th,71020013,none,ground_truth/th/Json_71020013_th.json,True
images/augmented/th/71020013_aug1_rotate_bright.png,augmented,th,71020013,rotate_bright,ground_truth/th/Json_71020013_th.json,True
images/augmented/th/71020013_aug2_noise.png,augmented,th,71020013,noise,ground_truth/th/Json_71020013_th.json,True
images/augmented/th/71020013_aug3_blur_contrast.png,augmented,th,71020013,blur_contrast,ground_truth/th/Json_71020013_th.json,True
images/augmented/th/71020013_aug4_perspective.png,augmented,th,71020013,perspective,ground_truth/th/Json_71020013_th.json,True
images/augmented/th/71020013_aug5_jpeg_dark.png,augmented,th,71020013,jpeg_dark,ground_truth/th/Json_71020013_th.json,True
images/original/th/71030001.png,original,th,71030001,none,ground_truth/th/Json_71030001_th.json,True
images/augmented/th/71030001_aug1_rotate_bright.png,augmented,th,71030001,rotate_bright,ground_truth/th/Json_71030001_th.json,True
images/augmented/th/71030001_aug2_noise.png,augmented,th,71030001,noise,ground_truth/th/Json_71030001_th.json,True
images/augmented/th/71030001_aug3_blur_contrast.png,augmented,th,71030001,blur_contrast,ground_truth/th/Json_71030001_th.json,True
images/augmented/th/71030001_aug4_perspective.png,augmented,th,71030001,perspective,ground_truth/th/Json_71030001_th.json,True
images/augmented/th/71030001_aug5_jpeg_dark.png,augmented,th,71030001,jpeg_dark,ground_truth/th/Json_71030001_th.json,True
images/original/th/71030005.png,original,th,71030005,none,ground_truth/th/Json_71030005_th.json,True
images/augmented/th/71030005_aug1_rotate_bright.png,augmented,th,71030005,rotate_bright,ground_truth/th/Json_71030005_th.json,True
images/augmented/th/71030005_aug2_noise.png,augmented,th,71030005,noise,ground_truth/th/Json_71030005_th.json,True
images/augmented/th/71030005_aug3_blur_contrast.png,augmented,th,71030005,blur_contrast,ground_truth/th/Json_71030005_th.json,True
images/augmented/th/71030005_aug4_perspective.png,augmented,th,71030005,perspective,ground_truth/th/Json_71030005_th.json,True
images/augmented/th/71030005_aug5_jpeg_dark.png,augmented,th,71030005,jpeg_dark,ground_truth/th/Json_71030005_th.json,True
images/original/th/71030009.png,original,th,71030009,none,ground_truth/th/Json_71030009_th.json,True
images/augmented/th/71030009_aug1_rotate_bright.png,augmented,th,71030009,rotate_bright,ground_truth/th/Json_71030009_th.json,True
images/augmented/th/71030009_aug2_noise.png,augmented,th,71030009,noise,ground_truth/th/Json_71030009_th.json,True
images/augmented/th/71030009_aug3_blur_contrast.png,augmented,th,71030009,blur_contrast,ground_truth/th/Json_71030009_th.json,True
images/augmented/th/71030009_aug4_perspective.png,augmented,th,71030009,perspective,ground_truth/th/Json_71030009_th.json,True
images/augmented/th/71030009_aug5_jpeg_dark.png,augmented,th,71030009,jpeg_dark,ground_truth/th/Json_71030009_th.json,True
images/original/th/71030013.png,original,th,71030013,none,ground_truth/th/Json_71030013_th.json,True
images/augmented/th/71030013_aug1_rotate_bright.png,augmented,th,71030013,rotate_bright,ground_truth/th/Json_71030013_th.json,True
images/augmented/th/71030013_aug2_noise.png,augmented,th,71030013,noise,ground_truth/th/Json_71030013_th.json,True
images/augmented/th/71030013_aug3_blur_contrast.png,augmented,th,71030013,blur_contrast,ground_truth/th/Json_71030013_th.json,True
images/augmented/th/71030013_aug4_perspective.png,augmented,th,71030013,perspective,ground_truth/th/Json_71030013_th.json,True
images/augmented/th/71030013_aug5_jpeg_dark.png,augmented,th,71030013,jpeg_dark,ground_truth/th/Json_71030013_th.json,True
images/original/th/72100002.png,original,th,72100002,none,ground_truth/th/Json_72100002_en.json,True
images/augmented/th/72100002_aug1_rotate_bright.png,augmented,th,72100002,rotate_bright,ground_truth/th/Json_72100002_en.json,True
images/augmented/th/72100002_aug2_noise.png,augmented,th,72100002,noise,ground_truth/th/Json_72100002_en.json,True
images/augmented/th/72100002_aug3_blur_contrast.png,augmented,th,72100002,blur_contrast,ground_truth/th/Json_72100002_en.json,True
images/augmented/th/72100002_aug4_perspective.png,augmented,th,72100002,perspective,ground_truth/th/Json_72100002_en.json,True
images/augmented/th/72100002_aug5_jpeg_dark.png,augmented,th,72100002,jpeg_dark,ground_truth/th/Json_72100002_en.json,True
images/original/th/72100006.png,original,th,72100006,none,ground_truth/th/Json_72100006_en.json,True
images/augmented/th/72100006_aug1_rotate_bright.png,augmented,th,72100006,rotate_bright,ground_truth/th/Json_72100006_en.json,True
images/augmented/th/72100006_aug2_noise.png,augmented,th,72100006,noise,ground_truth/th/Json_72100006_en.json,True
images/augmented/th/72100006_aug3_blur_contrast.png,augmented,th,72100006,blur_contrast,ground_truth/th/Json_72100006_en.json,True
images/augmented/th/72100006_aug4_perspective.png,augmented,th,72100006,perspective,ground_truth/th/Json_72100006_en.json,True
images/augmented/th/72100006_aug5_jpeg_dark.png,augmented,th,72100006,jpeg_dark,ground_truth/th/Json_72100006_en.json,True
images/original/th/72100009.png,original,th,72100009,none,ground_truth/th/Json_72100009_en.json,True
images/augmented/th/72100009_aug1_rotate_bright.png,augmented,th,72100009,rotate_bright,ground_truth/th/Json_72100009_en.json,True
images/augmented/th/72100009_aug2_noise.png,augmented,th,72100009,noise,ground_truth/th/Json_72100009_en.json,True
images/augmented/th/72100009_aug3_blur_contrast.png,augmented,th,72100009,blur_contrast,ground_truth/th/Json_72100009_en.json,True
images/augmented/th/72100009_aug4_perspective.png,augmented,th,72100009,perspective,ground_truth/th/Json_72100009_en.json,True
images/augmented/th/72100009_aug5_jpeg_dark.png,augmented,th,72100009,jpeg_dark,ground_truth/th/Json_72100009_en.json,True
images/original/th/72100013.png,original,th,72100013,none,ground_truth/th/Json_72100013_en.json,True
images/augmented/th/72100013_aug1_rotate_bright.png,augmented,th,72100013,rotate_bright,ground_truth/th/Json_72100013_en.json,True
images/augmented/th/72100013_aug2_noise.png,augmented,th,72100013,noise,ground_truth/th/Json_72100013_en.json,True
images/augmented/th/72100013_aug3_blur_contrast.png,augmented,th,72100013,blur_contrast,ground_truth/th/Json_72100013_en.json,True
images/augmented/th/72100013_aug4_perspective.png,augmented,th,72100013,perspective,ground_truth/th/Json_72100013_en.json,True
images/augmented/th/72100013_aug5_jpeg_dark.png,augmented,th,72100013,jpeg_dark,ground_truth/th/Json_72100013_en.json,True
images/original/th/72110002.png,original,th,72110002,none,ground_truth/th/Json_72110002_en.json,True
images/augmented/th/72110002_aug1_rotate_bright.png,augmented,th,72110002,rotate_bright,ground_truth/th/Json_72110002_en.json,True
images/augmented/th/72110002_aug2_noise.png,augmented,th,72110002,noise,ground_truth/th/Json_72110002_en.json,True
images/augmented/th/72110002_aug3_blur_contrast.png,augmented,th,72110002,blur_contrast,ground_truth/th/Json_72110002_en.json,True
images/augmented/th/72110002_aug4_perspective.png,augmented,th,72110002,perspective,ground_truth/th/Json_72110002_en.json,True
images/augmented/th/72110002_aug5_jpeg_dark.png,augmented,th,72110002,jpeg_dark,ground_truth/th/Json_72110002_en.json,True
images/original/th/72110006.png,original,th,72110006,none,ground_truth/th/Json_72110006_en.json,True
images/augmented/th/72110006_aug1_rotate_bright.png,augmented,th,72110006,rotate_bright,ground_truth/th/Json_72110006_en.json,True
images/augmented/th/72110006_aug2_noise.png,augmented,th,72110006,noise,ground_truth/th/Json_72110006_en.json,True
images/augmented/th/72110006_aug3_blur_contrast.png,augmented,th,72110006,blur_contrast,ground_truth/th/Json_72110006_en.json,True
images/augmented/th/72110006_aug4_perspective.png,augmented,th,72110006,perspective,ground_truth/th/Json_72110006_en.json,True
images/augmented/th/72110006_aug5_jpeg_dark.png,augmented,th,72110006,jpeg_dark,ground_truth/th/Json_72110006_en.json,True
images/original/th/72110012.png,original,th,72110012,none,ground_truth/th/Json_72110012_en.json,True
images/augmented/th/72110012_aug1_rotate_bright.png,augmented,th,72110012,rotate_bright,ground_truth/th/Json_72110012_en.json,True
images/augmented/th/72110012_aug2_noise.png,augmented,th,72110012,noise,ground_truth/th/Json_72110012_en.json,True
images/augmented/th/72110012_aug3_blur_contrast.png,augmented,th,72110012,blur_contrast,ground_truth/th/Json_72110012_en.json,True
images/augmented/th/72110012_aug4_perspective.png,augmented,th,72110012,perspective,ground_truth/th/Json_72110012_en.json,True
images/augmented/th/72110012_aug5_jpeg_dark.png,augmented,th,72110012,jpeg_dark,ground_truth/th/Json_72110012_en.json,True
images/original/th/72120002.png,original,th,72120002,none,ground_truth/th/Json_72120002_en.json,True
images/augmented/th/72120002_aug1_rotate_bright.png,augmented,th,72120002,rotate_bright,ground_truth/th/Json_72120002_en.json,True
images/augmented/th/72120002_aug2_noise.png,augmented,th,72120002,noise,ground_truth/th/Json_72120002_en.json,True
images/augmented/th/72120002_aug3_blur_contrast.png,augmented,th,72120002,blur_contrast,ground_truth/th/Json_72120002_en.json,True
images/augmented/th/72120002_aug4_perspective.png,augmented,th,72120002,perspective,ground_truth/th/Json_72120002_en.json,True
images/augmented/th/72120002_aug5_jpeg_dark.png,augmented,th,72120002,jpeg_dark,ground_truth/th/Json_72120002_en.json,True
images/original/th/72120006.png,original,th,72120006,none,ground_truth/th/Json_72120006_en.json,True
images/augmented/th/72120006_aug1_rotate_bright.png,augmented,th,72120006,rotate_bright,ground_truth/th/Json_72120006_en.json,True
images/augmented/th/72120006_aug2_noise.png,augmented,th,72120006,noise,ground_truth/th/Json_72120006_en.json,True
images/augmented/th/72120006_aug3_blur_contrast.png,augmented,th,72120006,blur_contrast,ground_truth/th/Json_72120006_en.json,True
images/augmented/th/72120006_aug4_perspective.png,augmented,th,72120006,perspective,ground_truth/th/Json_72120006_en.json,True
images/augmented/th/72120006_aug5_jpeg_dark.png,augmented,th,72120006,jpeg_dark,ground_truth/th/Json_72120006_en.json,True
images/original/th/72120010.png,original,th,72120010,none,ground_truth/th/Json_72120010_en.json,True
images/augmented/th/72120010_aug1_rotate_bright.png,augmented,th,72120010,rotate_bright,ground_truth/th/Json_72120010_en.json,True
images/augmented/th/72120010_aug2_noise.png,augmented,th,72120010,noise,ground_truth/th/Json_72120010_en.json,True
images/augmented/th/72120010_aug3_blur_contrast.png,augmented,th,72120010,blur_contrast,ground_truth/th/Json_72120010_en.json,True
images/augmented/th/72120010_aug4_perspective.png,augmented,th,72120010,perspective,ground_truth/th/Json_72120010_en.json,True
images/augmented/th/72120010_aug5_jpeg_dark.png,augmented,th,72120010,jpeg_dark,ground_truth/th/Json_72120010_en.json,True
images/original/th/72120014.png,original,th,72120014,none,ground_truth/th/Json_72120014_en.json,True
images/augmented/th/72120014_aug1_rotate_bright.png,augmented,th,72120014,rotate_bright,ground_truth/th/Json_72120014_en.json,True
images/augmented/th/72120014_aug2_noise.png,augmented,th,72120014,noise,ground_truth/th/Json_72120014_en.json,True
images/augmented/th/72120014_aug3_blur_contrast.png,augmented,th,72120014,blur_contrast,ground_truth/th/Json_72120014_en.json,True
images/augmented/th/72120014_aug4_perspective.png,augmented,th,72120014,perspective,ground_truth/th/Json_72120014_en.json,True
images/augmented/th/72120014_aug5_jpeg_dark.png,augmented,th,72120014,jpeg_dark,ground_truth/th/Json_72120014_en.json,True
images/original/th/72140002.png,original,th,72140002,none,ground_truth/th/Json_72140002_en.json,True
images/augmented/th/72140002_aug1_rotate_bright.png,augmented,th,72140002,rotate_bright,ground_truth/th/Json_72140002_en.json,True
images/augmented/th/72140002_aug2_noise.png,augmented,th,72140002,noise,ground_truth/th/Json_72140002_en.json,True
images/augmented/th/72140002_aug3_blur_contrast.png,augmented,th,72140002,blur_contrast,ground_truth/th/Json_72140002_en.json,True
images/augmented/th/72140002_aug4_perspective.png,augmented,th,72140002,perspective,ground_truth/th/Json_72140002_en.json,True
images/augmented/th/72140002_aug5_jpeg_dark.png,augmented,th,72140002,jpeg_dark,ground_truth/th/Json_72140002_en.json,True
images/original/G/73036003.png,original,G,73036003,none,ground_truth/G/Json_73036003_th.json,True
images/augmented/G/73036003_aug1_rotate_bright.png,augmented,G,73036003,rotate_bright,ground_truth/G/Json_73036003_th.json,True
images/augmented/G/73036003_aug2_noise.png,augmented,G,73036003,noise,ground_truth/G/Json_73036003_th.json,True
images/augmented/G/73036003_aug3_blur_contrast.png,augmented,G,73036003,blur_contrast,ground_truth/G/Json_73036003_th.json,True
images/augmented/G/73036003_aug4_perspective.png,augmented,G,73036003,perspective,ground_truth/G/Json_73036003_th.json,True
images/augmented/G/73036003_aug5_jpeg_dark.png,augmented,G,73036003,jpeg_dark,ground_truth/G/Json_73036003_th.json,True
images/original/G/73036007.png,original,G,73036007,none,ground_truth/G/Json_73036007_th.json,True
images/augmented/G/73036007_aug1_rotate_bright.png,augmented,G,73036007,rotate_bright,ground_truth/G/Json_73036007_th.json,True
images/augmented/G/73036007_aug2_noise.png,augmented,G,73036007,noise,ground_truth/G/Json_73036007_th.json,True
images/augmented/G/73036007_aug3_blur_contrast.png,augmented,G,73036007,blur_contrast,ground_truth/G/Json_73036007_th.json,True
images/augmented/G/73036007_aug4_perspective.png,augmented,G,73036007,perspective,ground_truth/G/Json_73036007_th.json,True
images/augmented/G/73036007_aug5_jpeg_dark.png,augmented,G,73036007,jpeg_dark,ground_truth/G/Json_73036007_th.json,True
images/original/G/73036011.png,original,G,73036011,none,ground_truth/G/Json_73036011_th.json,True
images/augmented/G/73036011_aug1_rotate_bright.png,augmented,G,73036011,rotate_bright,ground_truth/G/Json_73036011_th.json,True
images/augmented/G/73036011_aug2_noise.png,augmented,G,73036011,noise,ground_truth/G/Json_73036011_th.json,True
images/augmented/G/73036011_aug3_blur_contrast.png,augmented,G,73036011,blur_contrast,ground_truth/G/Json_73036011_th.json,True
images/augmented/G/73036011_aug4_perspective.png,augmented,G,73036011,perspective,ground_truth/G/Json_73036011_th.json,True
images/augmented/G/73036011_aug5_jpeg_dark.png,augmented,G,73036011,jpeg_dark,ground_truth/G/Json_73036011_th.json,True
images/original/G/73046003.png,original,G,73046003,none,ground_truth/G/Json_73046003_th.json,True
images/augmented/G/73046003_aug1_rotate_bright.png,augmented,G,73046003,rotate_bright,ground_truth/G/Json_73046003_th.json,True
images/augmented/G/73046003_aug2_noise.png,augmented,G,73046003,noise,ground_truth/G/Json_73046003_th.json,True
images/augmented/G/73046003_aug3_blur_contrast.png,augmented,G,73046003,blur_contrast,ground_truth/G/Json_73046003_th.json,True
images/augmented/G/73046003_aug4_perspective.png,augmented,G,73046003,perspective,ground_truth/G/Json_73046003_th.json,True
images/augmented/G/73046003_aug5_jpeg_dark.png,augmented,G,73046003,jpeg_dark,ground_truth/G/Json_73046003_th.json,True
images/original/G/73046007.png,original,G,73046007,none,ground_truth/G/Json_73046007_th.json,True
images/augmented/G/73046007_aug1_rotate_bright.png,augmented,G,73046007,rotate_bright,ground_truth/G/Json_73046007_th.json,True
images/augmented/G/73046007_aug2_noise.png,augmented,G,73046007,noise,ground_truth/G/Json_73046007_th.json,True
images/augmented/G/73046007_aug3_blur_contrast.png,augmented,G,73046007,blur_contrast,ground_truth/G/Json_73046007_th.json,True
images/augmented/G/73046007_aug4_perspective.png,augmented,G,73046007,perspective,ground_truth/G/Json_73046007_th.json,True
images/augmented/G/73046007_aug5_jpeg_dark.png,augmented,G,73046007,jpeg_dark,ground_truth/G/Json_73046007_th.json,True
images/original/G/73046011.png,original,G,73046011,none,ground_truth/G/Json_73046011_th.json,True
images/augmented/G/73046011_aug1_rotate_bright.png,augmented,G,73046011,rotate_bright,ground_truth/G/Json_73046011_th.json,True
images/augmented/G/73046011_aug2_noise.png,augmented,G,73046011,noise,ground_truth/G/Json_73046011_th.json,True
images/augmented/G/73046011_aug3_blur_contrast.png,augmented,G,73046011,blur_contrast,ground_truth/G/Json_73046011_th.json,True
images/augmented/G/73046011_aug4_perspective.png,augmented,G,73046011,perspective,ground_truth/G/Json_73046011_th.json,True
images/augmented/G/73046011_aug5_jpeg_dark.png,augmented,G,73046011,jpeg_dark,ground_truth/G/Json_73046011_th.json,True
images/original/G/73056004.png,original,G,73056004,none,ground_truth/G/Json_73056004_th.json,True
images/augmented/G/73056004_aug1_rotate_bright.png,augmented,G,73056004,rotate_bright,ground_truth/G/Json_73056004_th.json,True
images/augmented/G/73056004_aug2_noise.png,augmented,G,73056004,noise,ground_truth/G/Json_73056004_th.json,True
images/augmented/G/73056004_aug3_blur_contrast.png,augmented,G,73056004,blur_contrast,ground_truth/G/Json_73056004_th.json,True
images/augmented/G/73056004_aug4_perspective.png,augmented,G,73056004,perspective,ground_truth/G/Json_73056004_th.json,True
images/augmented/G/73056004_aug5_jpeg_dark.png,augmented,G,73056004,jpeg_dark,ground_truth/G/Json_73056004_th.json,True
images/original/G/73056008.png,original,G,73056008,none,ground_truth/G/Json_73056008_th.json,True
images/augmented/G/73056008_aug1_rotate_bright.png,augmented,G,73056008,rotate_bright,ground_truth/G/Json_73056008_th.json,True
images/augmented/G/73056008_aug2_noise.png,augmented,G,73056008,noise,ground_truth/G/Json_73056008_th.json,True
images/augmented/G/73056008_aug3_blur_contrast.png,augmented,G,73056008,blur_contrast,ground_truth/G/Json_73056008_th.json,True
images/augmented/G/73056008_aug4_perspective.png,augmented,G,73056008,perspective,ground_truth/G/Json_73056008_th.json,True
images/augmented/G/73056008_aug5_jpeg_dark.png,augmented,G,73056008,jpeg_dark,ground_truth/G/Json_73056008_th.json,True
images/original/G/73056012.png,original,G,73056012,none,ground_truth/G/Json_73056012_th.json,True
images/augmented/G/73056012_aug1_rotate_bright.png,augmented,G,73056012,rotate_bright,ground_truth/G/Json_73056012_th.json,True
images/augmented/G/73056012_aug2_noise.png,augmented,G,73056012,noise,ground_truth/G/Json_73056012_th.json,True
images/augmented/G/73056012_aug3_blur_contrast.png,augmented,G,73056012,blur_contrast,ground_truth/G/Json_73056012_th.json,True
images/augmented/G/73056012_aug4_perspective.png,augmented,G,73056012,perspective,ground_truth/G/Json_73056012_th.json,True
images/augmented/G/73056012_aug5_jpeg_dark.png,augmented,G,73056012,jpeg_dark,ground_truth/G/Json_73056012_th.json,True
images/original/G/73066003.png,original,G,73066003,none,ground_truth/G/Json_73066003_th.json,True
images/augmented/G/73066003_aug1_rotate_bright.png,augmented,G,73066003,rotate_bright,ground_truth/G/Json_73066003_th.json,True
images/augmented/G/73066003_aug2_noise.png,augmented,G,73066003,noise,ground_truth/G/Json_73066003_th.json,True
images/augmented/G/73066003_aug3_blur_contrast.png,augmented,G,73066003,blur_contrast,ground_truth/G/Json_73066003_th.json,True
images/augmented/G/73066003_aug4_perspective.png,augmented,G,73066003,perspective,ground_truth/G/Json_73066003_th.json,True
images/augmented/G/73066003_aug5_jpeg_dark.png,augmented,G,73066003,jpeg_dark,ground_truth/G/Json_73066003_th.json,True
images/original/G/73066006.png,original,G,73066006,none,ground_truth/G/Json_73066006_th.json,True
images/augmented/G/73066006_aug1_rotate_bright.png,augmented,G,73066006,rotate_bright,ground_truth/G/Json_73066006_th.json,True
images/augmented/G/73066006_aug2_noise.png,augmented,G,73066006,noise,ground_truth/G/Json_73066006_th.json,True
images/augmented/G/73066006_aug3_blur_contrast.png,augmented,G,73066006,blur_contrast,ground_truth/G/Json_73066006_th.json,True
images/augmented/G/73066006_aug4_perspective.png,augmented,G,73066006,perspective,ground_truth/G/Json_73066006_th.json,True
images/augmented/G/73066006_aug5_jpeg_dark.png,augmented,G,73066006,jpeg_dark,ground_truth/G/Json_73066006_th.json,True
images/original/G/73066010.png,original,G,73066010,none,ground_truth/G/Json_73066010_th.json,True
images/augmented/G/73066010_aug1_rotate_bright.png,augmented,G,73066010,rotate_bright,ground_truth/G/Json_73066010_th.json,True
images/augmented/G/73066010_aug2_noise.png,augmented,G,73066010,noise,ground_truth/G/Json_73066010_th.json,True
images/augmented/G/73066010_aug3_blur_contrast.png,augmented,G,73066010,blur_contrast,ground_truth/G/Json_73066010_th.json,True
images/augmented/G/73066010_aug4_perspective.png,augmented,G,73066010,perspective,ground_truth/G/Json_73066010_th.json,True
images/augmented/G/73066010_aug5_jpeg_dark.png,augmented,G,73066010,jpeg_dark,ground_truth/G/Json_73066010_th.json,True
images/original/G/74106005.png,original,G,74106005,none,ground_truth/G/Json_74106005_en.json,True
images/augmented/G/74106005_aug1_rotate_bright.png,augmented,G,74106005,rotate_bright,ground_truth/G/Json_74106005_en.json,True
images/augmented/G/74106005_aug2_noise.png,augmented,G,74106005,noise,ground_truth/G/Json_74106005_en.json,True
images/augmented/G/74106005_aug3_blur_contrast.png,augmented,G,74106005,blur_contrast,ground_truth/G/Json_74106005_en.json,True
images/augmented/G/74106005_aug4_perspective.png,augmented,G,74106005,perspective,ground_truth/G/Json_74106005_en.json,True
images/augmented/G/74106005_aug5_jpeg_dark.png,augmented,G,74106005,jpeg_dark,ground_truth/G/Json_74106005_en.json,True
images/original/G/74106009.png,original,G,74106009,none,ground_truth/G/Json_74106009_en.json,True
images/augmented/G/74106009_aug1_rotate_bright.png,augmented,G,74106009,rotate_bright,ground_truth/G/Json_74106009_en.json,True
images/augmented/G/74106009_aug2_noise.png,augmented,G,74106009,noise,ground_truth/G/Json_74106009_en.json,True
images/augmented/G/74106009_aug3_blur_contrast.png,augmented,G,74106009,blur_contrast,ground_truth/G/Json_74106009_en.json,True
images/augmented/G/74106009_aug4_perspective.png,augmented,G,74106009,perspective,ground_truth/G/Json_74106009_en.json,True
images/augmented/G/74106009_aug5_jpeg_dark.png,augmented,G,74106009,jpeg_dark,ground_truth/G/Json_74106009_en.json,True
images/original/G/74116006.png,original,G,74116006,none,ground_truth/G/Json_74116006_en.json,True
images/augmented/G/74116006_aug1_rotate_bright.png,augmented,G,74116006,rotate_bright,ground_truth/G/Json_74116006_en.json,True
images/augmented/G/74116006_aug2_noise.png,augmented,G,74116006,noise,ground_truth/G/Json_74116006_en.json,True
images/augmented/G/74116006_aug3_blur_contrast.png,augmented,G,74116006,blur_contrast,ground_truth/G/Json_74116006_en.json,True
images/augmented/G/74116006_aug4_perspective.png,augmented,G,74116006,perspective,ground_truth/G/Json_74116006_en.json,True
images/augmented/G/74116006_aug5_jpeg_dark.png,augmented,G,74116006,jpeg_dark,ground_truth/G/Json_74116006_en.json,True
images/original/G/74116010.png,original,G,74116010,none,ground_truth/G/Json_74116010_en.json,True
images/augmented/G/74116010_aug1_rotate_bright.png,augmented,G,74116010,rotate_bright,ground_truth/G/Json_74116010_en.json,True
images/augmented/G/74116010_aug2_noise.png,augmented,G,74116010,noise,ground_truth/G/Json_74116010_en.json,True
images/augmented/G/74116010_aug3_blur_contrast.png,augmented,G,74116010,blur_contrast,ground_truth/G/Json_74116010_en.json,True
images/augmented/G/74116010_aug4_perspective.png,augmented,G,74116010,perspective,ground_truth/G/Json_74116010_en.json,True
images/augmented/G/74116010_aug5_jpeg_dark.png,augmented,G,74116010,jpeg_dark,ground_truth/G/Json_74116010_en.json,True
images/original/G/74126003.png,original,G,74126003,none,ground_truth/G/Json_74126003_en.json,True
